,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
0,137,7,1,1.0,65,0,0,1,0,0,1,0,0
1,149,1,9,0.23,365,0,1,0,0,0,0,1,0
2,225,1,43,0.38,365,0,0,1,0,0,1,0,0
3,70,5,39,0.35,290,0,1,0,0,0,0,1,0
4,150,3,0,0.0,365,0,0,1,0,0,0,1,0
5,89,1,231,4.37,162,0,1,0,0,0,1,0,0
6,80,10,9,0.11,48,0,0,1,0,0,1,0,0
7,185,2,70,0.59,0,0,0,1,0,0,1,0,0
8,60,45,49,0.42,0,0,1,0,0,0,0,1,0
9,79,2,410,3.46,150,0,0,1,0,0,0,1,0
10,79,2,118,1.03,0,0,0,1,0,0,0,1,0
11,126,26,35,0.29,337,0,0,1,0,0,1,0,0
12,150,1,153,1.33,262,0,0,1,0,0,1,0,0
13,135,5,43,0.36,53,0,0,1,0,0,1,0,0
14,85,2,170,1.41,0,0,0,1,0,0,0,1,0
15,175,3,38,0.32,41,0,0,1,0,0,1,0,0
16,89,4,162,1.36,336,0,1,0,0,0,0,1,0
17,85,2,100,0.84,365,0,0,1,0,0,0,1,0
18,175,100,27,0.23,108,0,0,1,0,0,1,0,0
19,140,2,122,1.03,92,0,1,0,0,0,1,0,0
20,75,30,229,2.03,315,0,0,1,0,0,0,1,0
21,65,3,4,0.04,365,0,1,0,0,0,0,1,0
22,215,2,179,1.62,330,0,1,0,0,0,1,0,0
23,140,1,246,2.1,0,0,0,1,0,0,0,1,0
24,99,3,31,4.63,76,0,1,0,0,0,1,0,0
25,299,3,9,0.08,0,0,1,0,0,0,1,0,0
26,120,35,38,0.33,254,0,0,1,0,0,1,0,0
27,130,2,124,1.09,365,0,1,0,0,0,0,1,0
28,100,2,64,0.58,365,0,1,0,0,0,0,1,0
29,211,3,16,0.18,8,0,0,1,0,0,1,0,0
30,120,2,77,0.67,242,0,1,0,0,0,1,0,0
31,60,1,16,1.85,89,0,1,0,0,0,0,1,0
32,80,4,0,0.0,0,0,0,1,0,0,0,1,0
33,150,10,58,0.51,60,0,0,1,0,0,1,0,0
34,44,3,106,1.15,344,0,0,1,0,0,0,1,0
35,180,2,27,0.24,195,0,0,1,0,0,1,0,0
36,50,3,230,2.02,348,0,0,1,0,0,0,1,0
37,52,2,80,1.41,365,0,0,1,0,0,0,1,0
38,55,4,188,1.65,342,0,1,0,0,0,0,1,0
39,50,3,259,2.35,355,0,0,1,0,0,0,1,0
40,70,1,72,0.67,250,0,1,0,0,0,0,1,0
41,89,4,164,1.44,319,0,1,0,0,0,0,1,0
42,35,60,0,0.0,337,0,1,0,0,0,0,1,0
43,85,2,206,1.83,45,0,1,0,0,0,1,0,0
44,150,1,0,0.0,365,0,1,0,0,0,0,1,0
45,40,1,209,1.85,268,0,0,1,0,0,0,0,1
46,68,2,237,2.1,26,0,0,1,0,0,0,1,0
47,120,3,11,0.34,364,0,1,0,0,0,1,0,0
48,120,7,25,0.24,365,0,1,0,0,0,0,1,0
49,135,4,76,0.68,196,0,0,1,0,0,0,1,0
50,150,7,94,0.85,268,0,0,1,0,0,1,0,0
51,150,7,6,0.35,0,0,1,0,0,0,1,0,0
52,130,3,230,2.19,225,0,0,0,1,0,0,1,0
53,110,7,56,0.5,0,0,1,0,0,0,1,0,0
54,115,3,11,0.1,155,0,1,0,0,0,1,0,0
55,80,3,130,1.17,294,0,1,0,0,0,0,1,0
56,120,4,199,1.78,9,0,0,1,0,0,1,0,0
57,80,1,107,1.01,195,0,1,0,0,0,0,1,0
58,170,2,54,0.49,313,0,0,1,0,0,1,0,0
59,224,3,75,0.67,177,0,1,0,0,0,1,0,0
60,144,2,139,1.25,196,0,1,0,0,0,1,0,0
61,200,7,17,0.21,200,0,0,1,0,0,1,0,0
62,140,2,102,0.92,26,0,1,0,0,0,1,0,0
63,85,3,15,0.84,304,0,0,1,0,0,0,1,0
64,145,4,6,0.07,364,0,1,0,0,0,0,1,0
65,135,4,10,0.11,365,0,1,0,0,0,0,1,0
66,100,5,18,0.17,365,0,0,1,0,0,0,1,0
67,69,3,273,2.47,303,0,0,1,0,0,0,1,0
68,185,2,9,0.09,365,0,1,0,0,0,1,0,0
69,49,4,135,1.22,365,0,1,0,0,0,0,1,0
70,180,30,18,0.28,155,0,0,1,0,0,1,0,0
71,78,2,36,0.34,327,0,1,0,0,0,0,1,0
72,375,180,5,0.14,179,0,0,1,0,0,1,0,0
73,69,2,5,0.05,365,0,1,0,0,0,0,1,0
74,59,2,24,0.22,365,0,1,0,0,0,0,1,0
75,59,2,13,0.12,0,0,1,0,0,0,0,1,0
76,179,7,80,0.72,294,0,0,1,0,0,1,0,0
77,200,28,143,1.4,204,0,1,0,0,0,1,0,0
78,55,7,27,0.24,313,0,1,0,0,0,0,1,0
79,52,30,189,1.71,298,0,0,1,0,0,0,1,0
80,225,3,4,0.21,0,0,1,0,0,0,1,0,0
81,80,1,303,4.57,92,0,0,1,0,0,0,1,0
82,270,1,135,1.34,365,0,1,0,0,0,1,0,0
83,79,1,97,1.23,364,0,0,1,0,0,0,1,0
84,225,4,172,1.55,158,0,0,1,0,0,1,0,0
85,59,2,5,0.05,365,0,1,0,0,0,0,1,0
86,51,20,19,0.4,230,0,0,1,0,0,0,1,0
87,69,2,20,0.18,0,0,1,0,0,0,0,1,0
88,180,5,57,0.69,173,0,1,0,0,0,1,0,0
89,180,5,37,0.45,179,0,1,0,0,0,1,0,0
90,180,30,38,0.43,179,0,1,0,0,0,1,0,0
91,65,2,39,1.54,365,0,0,1,0,0,0,1,0
92,105,2,95,0.88,108,0,1,0,0,0,0,1,0
93,190,5,21,0.21,310,0,0,1,0,0,1,0,0
94,200,1,123,1.37,345,0,0,1,0,0,0,1,0
95,90,14,17,0.16,243,0,0,0,1,0,0,1,0
96,70,7,24,0.22,242,0,0,0,1,0,0,1,0
97,95,3,136,1.27,163,0,1,0,0,0,0,1,0
98,150,3,159,1.65,273,0,0,1,0,0,0,1,0
99,145,3,59,0.55,302,0,1,0,0,0,0,1,0
100,110,31,52,0.5,230,0,0,1,0,0,1,0,0
101,285,5,67,0.62,259,0,0,1,0,0,1,0,0
102,300,180,67,0.63,365,0,0,1,0,0,1,0,0
103,100,3,12,0.12,0,0,1,0,0,0,1,0,0
104,92,30,93,0.87,287,0,0,1,0,0,0,1,0
105,800,1,25,0.25,0,0,1,0,0,0,1,0,0
106,105,3,61,0.56,300,0,1,0,0,0,1,0,0
107,55,3,180,1.68,72,0,0,1,0,0,0,1,0
108,50,1,2,0.05,0,0,0,1,0,0,0,1,0
109,70,5,33,0.3,69,0,1,0,0,0,0,1,0
110,85,3,162,1.5,324,0,1,0,0,0,0,1,0
111,85,2,14,0.22,340,0,1,0,0,0,0,1,0
112,65,7,21,0.26,365,0,1,0,0,0,0,1,0
113,131,4,147,3.38,59,0,1,0,0,0,1,0,0
114,98,7,14,0.19,358,0,1,0,0,0,0,1,0
115,250,10,18,0.28,274,0,1,0,0,0,1,0,0
116,100,1,168,1.65,0,0,1,0,0,0,1,0,0
117,249,30,21,0.26,42,0,1,0,0,0,1,0,0
118,105,3,106,0.99,56,0,1,0,0,0,1,0,0
119,140,5,76,0.7,260,0,0,1,0,0,1,0,0
120,89,1,1,0.26,365,0,0,1,0,0,0,1,0
121,99,6,28,0.26,363,0,0,1,0,0,0,1,0
122,125,90,139,1.29,307,0,1,0,0,0,1,0,0
123,60,3,11,1.48,63,0,0,1,0,0,0,1,0
124,175,2,224,2.11,353,0,1,0,0,0,1,0,0
125,125,30,55,0.52,241,0,1,0,0,0,1,0,0
126,65,2,68,0.63,156,0,0,1,0,0,0,1,0
127,240,4,214,1.99,180,0,0,1,0,0,1,0,0
128,500,4,42,0.53,257,0,0,1,0,0,1,0,0
129,101,3,323,3.06,323,0,1,0,0,0,0,1,0
130,220,30,88,0.83,304,0,1,0,0,0,1,0,0
131,125,5,160,1.51,245,0,1,0,0,0,1,0,0
132,80,30,29,0.43,32,0,1,0,0,0,1,0,0
133,100,2,163,1.62,354,0,0,1,0,0,0,1,0
134,200,30,19,0.21,84,0,1,0,0,0,1,0,0
135,59,3,318,3.0,288,0,0,1,0,0,0,1,0
136,125,2,16,0.17,339,0,1,0,0,0,0,1,0
137,200,5,18,0.17,103,0,0,1,0,0,1,0,0
138,120,2,467,4.43,230,0,1,0,0,0,1,0,0
139,90,4,5,0.06,64,0,1,0,0,0,0,1,0
140,199,5,38,0.4,352,0,0,1,0,0,1,0,0
141,295,3,308,3.01,77,0,1,0,0,0,1,0,0
142,235,6,26,0.27,94,0,0,1,0,0,1,0,0
143,150,1,403,4.0,207,0,0,1,0,0,1,0,0
144,225,1,105,1.01,292,0,0,1,0,0,1,0,0
145,99,2,346,3.28,15,0,1,0,0,0,0,1,0
146,170,2,174,1.92,360,0,0,1,0,0,1,0,0
147,400,2,16,0.26,178,0,1,0,0,0,1,0,0
148,170,7,12,0.12,124,0,0,1,0,0,1,0,0
149,100,4,25,0.24,0,0,0,1,0,0,1,0,0
150,75,2,9,0.08,365,0,1,0,0,0,0,1,0
151,90,1,9,0.09,89,0,1,0,0,0,0,1,0
152,150,5,21,0.2,33,0,0,1,0,0,1,0,0
153,85,4,36,0.35,337,0,0,1,0,0,0,1,0
154,70,3,60,0.58,331,0,1,0,0,0,0,1,0
155,98,3,143,1.37,145,0,0,1,0,0,1,0,0
156,89,3,243,2.3,294,0,1,0,0,0,0,1,0
157,185,5,59,0.56,229,0,0,1,0,0,1,0,0
158,50,3,180,1.83,116,0,1,0,0,0,0,1,0
159,130,2,40,0.38,365,0,0,1,0,0,0,1,0
160,115,29,25,0.25,27,0,0,1,0,0,1,0,0
161,77,2,2,0.02,178,0,1,0,0,0,0,1,0
162,76,2,406,3.89,327,0,1,0,0,0,0,1,0
163,125,3,205,1.98,168,0,1,0,0,0,1,0,0
164,135,4,78,0.75,365,0,1,0,0,0,0,1,0
165,275,29,3,0.03,63,0,1,0,0,0,1,0,0
166,199,3,10,0.1,256,0,1,0,0,0,1,0,0
167,160,14,3,0.04,363,0,0,1,0,0,1,0,0
168,140,2,4,0.04,0,0,1,0,0,0,1,0,0
169,140,2,1,0.01,4,0,0,0,1,0,0,1,0
170,115,3,111,1.66,238,0,1,0,0,0,1,0,0
171,160,3,7,0.07,308,0,1,0,0,0,1,0,0
172,195,4,224,2.14,307,0,1,0,0,0,1,0,0
173,195,3,28,0.27,133,0,0,1,0,0,1,0,0
174,169,5,19,0.2,304,0,0,1,0,0,0,1,0
175,80,3,188,1.84,319,0,1,0,0,0,0,1,0
176,44,14,19,0.93,345,0,1,0,0,0,0,1,0
177,156,4,68,0.67,348,0,0,1,0,0,0,1,0
178,85,15,9,0.09,280,0,1,0,0,0,0,1,0
179,115,15,4,0.05,129,0,1,0,0,0,1,0,0
180,69,2,34,0.34,218,0,0,1,0,0,0,1,0
181,225,45,133,1.29,307,0,0,1,0,0,1,0,0
182,125,6,27,0.27,34,0,1,0,0,0,1,0,0
183,162,2,61,0.67,36,0,0,1,0,0,1,0,0
184,100,3,57,0.56,365,0,0,1,0,0,1,0,0
185,219,4,121,1.17,336,0,0,1,0,0,1,0,0
186,475,3,23,0.29,159,0,1,0,0,0,1,0,0
187,60,2,58,0.6,179,0,0,1,0,0,0,1,0
188,99,1,222,2.62,172,0,0,1,0,0,1,0,0
189,69,4,189,1.82,92,0,1,0,0,0,0,1,0
190,119,3,44,0.43,365,0,0,1,0,0,0,1,0
191,193,1,180,1.78,365,0,0,1,0,0,1,0,0
192,79,30,27,0.26,62,0,0,0,1,0,0,1,0
193,135,3,289,2.81,4,0,1,0,0,0,1,0,0
194,250,3,14,0.14,356,0,1,0,0,0,0,1,0
195,250,2,73,0.72,273,0,1,0,0,0,1,0,0
196,109,7,22,0.28,0,0,0,1,0,0,1,0,0
197,80,3,2,0.04,0,0,0,1,0,0,1,0,0
198,70,2,277,3.49,357,0,1,0,0,0,0,1,0
199,165,2,144,1.41,357,0,1,0,0,0,1,0,0
200,70,2,162,1.71,286,0,0,0,0,1,0,1,0
201,50,2,41,0.92,59,0,1,0,0,0,0,1,0
202,35,1,176,1.72,358,1,0,0,0,0,0,1,0
203,150,2,193,1.87,65,0,1,0,0,0,1,0,0
204,125,1,74,0.72,322,0,0,1,0,0,0,1,0
205,110,2,201,1.98,358,0,1,0,0,0,0,1,0
206,150,3,75,0.73,319,0,0,1,0,0,1,0,0
207,165,3,72,0.7,218,0,0,1,0,0,1,0,0
208,132,2,115,1.13,9,0,1,0,0,0,1,0,0
209,150,26,38,0.37,75,0,0,1,0,0,1,0,0
210,100,2,18,3.75,0,0,0,1,0,0,1,0,0
211,65,2,181,1.77,176,0,1,0,0,0,0,1,0
212,395,2,266,2.62,317,0,0,1,0,0,1,0,0
213,350,8,9,0.1,365,0,0,0,1,0,1,0,0
214,55,3,0,0.0,365,1,0,0,0,0,0,1,0
215,99,4,120,1.22,360,0,0,1,0,0,0,1,0
216,105,4,29,0.56,349,0,1,0,0,0,0,1,0
217,150,5,49,0.49,136,0,1,0,0,0,1,0,0
218,90,2,124,1.21,356,0,1,0,0,0,0,1,0
219,59,2,5,0.05,365,0,1,0,0,0,0,1,0
220,120,3,47,0.46,290,0,1,0,0,0,0,1,0
221,75,3,181,1.77,356,0,0,1,0,0,0,1,0
222,175,1,30,0.3,365,0,1,0,0,0,1,0,0
223,125,3,3,0.03,0,0,0,1,0,0,1,0,0
224,199,1,29,0.28,365,0,0,1,0,0,0,1,0
225,249,2,100,1.01,91,0,0,1,0,0,1,0,0
226,95,2,123,1.21,25,0,0,1,0,0,0,1,0
227,135,5,137,1.37,222,0,1,0,0,0,1,0,0
228,130,14,0,0.0,0,0,0,1,0,0,0,1,0
229,83,1,267,2.65,49,0,0,1,0,0,0,1,0
230,123,1,360,3.56,301,0,0,1,0,0,0,1,0
231,65,2,36,0.36,338,0,1,0,0,0,0,1,0
232,195,5,1,0.01,277,0,0,1,0,0,1,0,0
233,80,2,11,0.62,0,0,1,0,0,0,0,1,0
234,98,30,33,0.33,365,0,0,0,1,0,1,0,0
235,140,7,6,0.07,365,0,0,0,1,0,0,1,0
236,265,8,13,0.14,365,0,0,0,1,0,1,0,0
237,249,2,331,3.35,206,0,1,0,0,0,1,0,0
238,105,6,10,0.1,363,0,0,1,0,0,0,0,1
239,200,30,0,0.0,365,0,0,1,0,0,0,1,0
240,100,2,77,0.76,255,0,1,0,0,0,0,1,0
241,140,1,96,0.97,344,0,0,1,0,0,1,0,0
242,45,1,108,1.2,334,1,0,0,0,0,0,1,0
243,100,5,189,1.87,146,0,0,1,0,0,0,1,0
244,90,5,83,0.84,34,0,0,1,0,0,1,0,0
245,140,2,232,2.97,121,0,1,0,0,0,1,0,0
246,120,3,105,1.04,13,0,1,0,0,0,1,0,0
247,130,2,115,1.23,89,0,0,1,0,0,0,1,0
248,199,5,120,1.2,365,0,0,1,0,0,1,0,0
249,69,4,79,1.18,91,0,1,0,0,0,0,1,0
250,68,3,37,0.37,0,0,1,0,0,0,0,1,0
251,130,1,181,1.91,149,0,0,1,0,0,1,0,0
252,195,2,62,0.62,44,0,1,0,0,0,1,0,0
253,75,1,177,1.79,357,0,0,1,0,0,0,1,0
254,139,2,210,2.11,357,0,1,0,0,0,1,0,0
255,189,3,199,2.0,1,0,0,1,0,0,1,0,0
256,250,3,89,0.96,0,0,0,1,0,0,1,0,0
257,305,2,100,1.07,236,0,0,1,0,0,1,0,0
258,155,3,205,2.04,225,0,0,1,0,0,1,0,0
259,60,1,431,4.55,271,0,0,1,0,0,0,1,0
260,135,2,17,0.22,217,0,1,0,0,0,0,1,0
261,249,5,12,0.12,242,0,0,1,0,0,1,0,0
262,120,7,16,0.31,349,0,0,1,0,0,0,1,0
263,150,3,41,0.42,365,0,0,1,0,0,1,0,0
264,140,14,1,0.01,365,0,0,0,1,0,1,0,0
265,250,4,14,0.15,240,0,0,1,0,0,1,0,0
266,250,30,82,0.82,32,0,0,1,0,0,1,0,0
267,99,3,56,0.56,365,0,0,0,1,0,0,1,0
268,500,4,89,0.99,359,0,0,1,0,0,1,0,0
269,200,7,34,0.35,0,0,0,1,0,0,1,0,0
270,125,28,183,1.93,365,0,0,1,0,0,1,0,0
271,110,1,175,1.78,356,0,0,1,0,0,0,1,0
272,175,2,1,0.25,365,0,0,1,0,0,0,1,0
273,99,4,116,1.17,327,0,0,1,0,0,1,0,0
274,195,4,4,0.04,0,0,0,1,0,0,1,0,0
275,160,3,11,0.12,0,0,1,0,0,0,1,0,0
276,140,3,123,1.25,191,0,0,1,0,0,1,0,0
277,135,2,21,0.21,0,0,0,1,0,0,1,0,0
278,500,2,35,0.36,215,0,0,1,0,0,1,0,0
279,80,14,1,0.33,31,0,0,1,0,0,0,1,0
280,120,4,163,1.82,273,0,0,1,0,0,0,1,0
281,110,28,89,0.91,151,0,0,1,0,0,1,0,0
282,65,3,224,2.28,277,0,1,0,0,0,1,0,0
283,130,3,53,0.58,3,0,0,1,0,0,1,0,0
284,99,4,97,2.07,75,0,1,0,0,0,1,0,0
285,33,2,177,1.79,324,0,0,0,0,1,0,1,0
286,35,2,137,1.42,296,0,0,0,0,1,0,1,0
287,130,6,80,1.47,365,0,0,1,0,0,0,1,0
288,34,2,166,1.69,314,0,0,0,0,1,0,1,0
289,175,3,180,1.82,352,0,0,1,0,0,1,0,0
290,195,8,58,0.7,89,0,0,1,0,0,1,0,0
291,285,3,121,1.26,305,0,1,0,0,0,1,0,0
292,60,4,33,0.34,0,0,1,0,0,0,1,0,0
293,59,2,158,1.63,18,0,1,0,0,0,0,1,0
294,33,2,201,2.03,333,0,0,0,0,1,0,1,0
295,99,5,414,4.46,342,0,0,0,1,0,1,0,0
296,39,1,44,0.47,365,0,1,0,0,0,0,1,0
297,60,14,9,0.09,0,0,1,0,0,0,0,1,0
298,90,2,0,0.0,365,1,0,0,0,0,0,1,0
299,89,1,35,0.5,364,1,0,0,0,0,1,0,0
300,135,3,237,2.41,9,0,1,0,0,0,1,0,0
301,390,5,139,1.41,345,0,0,1,0,0,1,0,0
302,70,3,36,0.44,307,0,1,0,0,0,0,1,0
303,57,2,14,0.15,89,0,1,0,0,0,0,1,0
304,60,11,14,0.14,330,0,1,0,0,0,0,1,0
305,200,3,0,0.0,0,0,0,1,0,0,1,0,0
306,100,3,269,2.73,345,0,1,0,0,0,0,1,0
307,70,4,18,0.23,365,0,1,0,0,0,0,1,0
308,110,6,43,0.44,365,0,1,0,0,0,0,1,0
309,60,2,214,2.26,342,0,1,0,0,0,0,1,0
310,68,2,190,1.93,63,0,0,1,0,0,0,1,0
311,115,2,174,1.84,14,0,0,1,0,0,1,0,0
312,75,5,64,0.71,115,0,1,0,0,0,0,1,0
313,60,3,0,0.0,0,0,1,0,0,0,0,1,0
314,129,7,5,0.17,188,0,0,1,0,0,1,0,0
315,130,10,42,0.43,71,0,1,0,0,0,1,0,0
316,95,4,115,1.17,48,0,1,0,0,0,1,0,0
317,75,3,20,0.28,337,0,0,1,0,0,0,1,0
318,175,2,11,0.12,154,0,1,0,0,0,1,0,0
319,190,3,40,0.48,335,0,1,0,0,0,1,0,0
320,49,21,12,0.12,319,0,1,0,0,0,0,1,0
321,212,2,58,1.26,73,0,0,1,0,0,1,0,0
322,95,1,102,1.1,336,0,0,1,0,0,0,1,0
323,140,5,8,0.11,365,0,1,0,0,0,1,0,0
324,135,6,173,1.82,191,0,0,1,0,0,1,0,0
325,150,2,193,1.98,247,0,1,0,0,0,1,0,0
326,190,3,58,0.71,230,0,1,0,0,0,1,0,0
327,124,28,20,0.26,150,0,0,1,0,0,1,0,0
328,135,30,55,0.58,44,0,1,0,0,0,1,0,0
329,122,3,84,0.89,279,0,0,1,0,0,0,1,0
330,109,1,98,1.05,365,0,0,1,0,0,0,1,0
331,145,3,117,1.22,89,0,1,0,0,0,1,0,0
332,195,11,29,0.32,346,0,0,1,0,0,1,0,0
333,250,2,84,1.13,213,0,1,0,0,0,1,0,0
334,125,3,6,0.11,365,0,1,0,0,0,0,1,0
335,575,2,185,1.92,264,0,0,1,0,0,1,0,0
336,150,30,41,0.5,57,0,0,1,0,0,1,0,0
337,70,30,45,0.49,319,0,1,0,0,0,0,1,0
338,80,2,114,1.28,152,0,0,1,0,0,0,1,0
339,450,90,95,1.02,365,0,0,1,0,0,1,0,0
340,500,2,43,0.45,302,0,0,1,0,0,1,0,0
341,250,3,31,0.45,304,0,0,1,0,0,1,0,0
342,125,28,40,0.42,80,0,0,1,0,0,1,0,0
343,200,30,36,0.43,232,0,0,1,0,0,1,0,0
344,229,1,50,0.52,32,0,1,0,0,0,1,0,0
345,98,30,0,0.0,0,1,0,0,0,0,1,0,0
346,90,28,4,0.65,0,1,0,0,0,0,1,0,0
347,110,13,37,0.4,10,0,0,1,0,0,1,0,0
348,55,5,26,0.35,85,0,1,0,0,0,0,1,0
349,145,2,40,0.44,0,0,1,0,0,0,1,0,0
350,195,3,41,0.44,127,0,1,0,0,0,1,0,0
351,169,1,61,0.64,243,0,1,0,0,0,1,0,0
352,95,2,183,1.97,316,0,0,0,1,0,1,0,0
353,55,2,1,0.01,0,0,1,0,0,0,0,1,0
354,69,2,200,2.08,12,0,1,0,0,0,0,1,0
355,39,1,0,0.0,89,0,0,1,0,0,0,0,1
356,150,3,259,2.68,114,0,0,1,0,0,1,0,0
357,169,2,370,3.9,63,0,1,0,0,0,1,0,0
358,179,3,32,0.33,242,0,1,0,0,0,0,1,0
359,150,3,30,0.31,74,0,0,1,0,0,0,1,0
360,135,4,6,0.1,0,0,1,0,0,0,1,0,0
361,350,6,13,0.32,120,0,1,0,0,0,1,0,0
362,120,3,70,0.73,334,0,1,0,0,0,0,1,0
363,71,2,162,1.7,160,0,0,1,0,0,0,1,0
364,349,3,8,0.09,243,0,1,0,0,0,1,0,0
365,349,3,6,0.07,243,0,1,0,0,0,1,0,0
366,249,3,2,0.02,243,0,1,0,0,0,1,0,0
367,100,3,66,0.72,5,0,1,0,0,0,0,1,0
368,200,3,77,0.87,153,0,1,0,0,0,1,0,0
369,169,4,233,2.46,274,0,0,1,0,0,1,0,0
370,185,2,29,0.77,304,0,1,0,0,0,1,0,0
371,65,2,218,2.29,45,0,1,0,0,0,1,0,0
372,95,45,5,0.05,71,0,1,0,0,0,1,0,0
373,199,30,8,0.11,37,0,1,0,0,0,1,0,0
374,300,3,194,2.17,315,0,0,1,0,0,1,0,0
375,225,2,33,0.35,0,0,0,1,0,0,1,0,0
376,179,3,11,0.12,243,0,1,0,0,0,0,1,0
377,150,5,3,0.03,0,0,1,0,0,0,1,0,0
378,65,2,20,0.22,0,0,1,0,0,0,0,1,0
379,179,30,73,0.79,307,0,0,1,0,0,0,1,0
380,139,1,355,3.75,144,0,0,1,0,0,1,0,0
381,95,3,203,2.13,89,0,0,1,0,0,0,1,0
382,79,15,11,0.12,179,0,1,0,0,0,1,0,0
383,150,2,138,1.46,3,0,0,1,0,0,1,0,0
384,69,2,116,1.23,365,0,0,1,0,0,0,1,0
385,90,2,209,2.29,356,0,1,0,0,0,1,0,0
386,120,2,67,0.71,234,0,1,0,0,0,1,0,0
387,80,1,34,1.15,357,0,0,0,1,0,0,1,0
388,100,90,0,0.0,365,0,1,0,0,0,1,0,0
389,175,2,327,3.49,196,0,1,0,0,0,1,0,0
390,120,6,98,1.04,365,0,1,0,0,0,1,0,0
391,140,2,13,0.14,280,0,1,0,0,0,1,0,0
392,200,5,4,0.07,49,0,1,0,0,0,1,0,0
393,175,4,10,0.11,365,0,1,0,0,0,0,1,0
394,130,30,19,0.21,277,0,0,1,0,0,1,0,0
395,65,5,124,1.31,173,0,0,1,0,0,0,0,1
396,123,30,13,0.14,38,0,1,0,0,0,1,0,0
397,67,3,127,1.35,345,0,0,1,0,0,0,1,0
398,130,7,93,1.0,70,0,1,0,0,0,1,0,0
399,279,31,28,0.3,284,0,0,1,0,0,1,0,0
400,80,3,30,0.32,0,0,1,0,0,0,0,1,0
401,212,21,45,0.48,4,0,0,1,0,0,1,0,0
402,144,2,116,1.77,365,0,1,0,0,0,1,0,0
403,599,3,9,0.1,243,0,1,0,0,0,1,0,0
404,249,5,162,1.73,365,0,0,1,0,0,1,0,0
405,70,27,13,0.14,363,0,0,0,1,0,0,1,0
406,100,30,15,0.17,365,0,1,0,0,0,1,0,0
407,59,4,131,1.5,365,0,0,1,0,0,0,1,0
408,60,3,357,3.8,215,0,0,1,0,0,0,1,0
409,145,2,83,0.88,129,0,1,0,0,0,1,0,0
410,90,3,12,0.13,272,0,1,0,0,0,0,1,0
411,175,3,236,2.54,309,0,1,0,0,0,1,0,0
412,120,5,47,0.57,116,0,0,1,0,0,1,0,0
413,149,30,52,0.58,179,0,0,1,0,0,1,0,0
414,165,7,3,0.03,1,0,1,0,0,0,1,0,0
415,90,1,1,0.03,0,0,0,1,0,0,0,1,0
416,225,2,56,0.6,284,0,0,1,0,0,1,0,0
417,95,2,156,1.68,365,0,1,0,0,0,0,1,0
418,55,2,238,2.56,254,0,1,0,0,0,0,1,0
419,199,2,26,0.29,224,0,1,0,0,0,1,0,0
420,250,1,40,0.49,365,0,0,1,0,0,1,0,0
421,145,6,39,0.42,0,0,0,1,0,0,1,0,0
422,65,21,30,0.32,358,0,0,1,0,0,0,1,0
423,99,1,297,3.17,274,0,0,1,0,0,1,0,0
424,110,4,29,0.32,364,0,0,0,1,0,1,0,0
425,80,2,214,2.28,346,0,1,0,0,0,1,0,0
426,150,30,95,1.01,216,0,1,0,0,0,1,0,0
427,110,4,63,0.71,344,0,1,0,0,0,1,0,0
428,87,2,0,0.0,0,0,0,1,0,0,0,1,0
429,111,2,24,0.26,365,0,1,0,0,0,1,0,0
430,200,2,18,0.2,13,0,1,0,0,0,1,0,0
431,165,2,23,0.25,32,0,1,0,0,0,1,0,0
432,110,2,126,1.35,355,0,0,1,0,0,1,0,0
433,395,2,61,0.68,171,0,0,1,0,0,1,0,0
434,99,2,36,0.55,318,0,1,0,0,0,0,1,0
435,39,1,81,0.99,359,0,1,0,0,0,0,1,0
436,189,2,330,3.54,282,0,0,1,0,0,1,0,0
437,85,1,3,0.03,0,0,0,1,0,0,0,1,0
438,260,30,3,0.03,216,0,1,0,0,0,1,0,0
439,130,1,110,1.18,337,0,0,1,0,0,1,0,0
440,69,1,7,0.09,321,0,0,1,0,0,0,1,0
441,165,2,162,1.75,145,0,1,0,0,0,1,0,0
442,97,3,17,0.94,240,0,0,0,1,0,1,0,0
443,170,4,21,0.23,0,0,0,1,0,0,1,0,0
444,125,2,15,0.16,0,0,1,0,0,0,1,0,0
445,130,5,98,1.05,195,0,0,1,0,0,0,1,0
446,225,14,21,0.4,23,0,1,0,0,0,1,0,0
447,50,2,246,2.66,148,0,1,0,0,0,0,1,0
448,170,3,77,0.86,275,0,1,0,0,0,1,0,0
449,132,4,10,0.11,0,0,0,1,0,0,1,0,0
450,250,3,17,0.22,44,0,1,0,0,0,1,0,0
451,100,2,102,1.1,241,0,1,0,0,0,1,0,0
452,141,4,8,0.24,0,0,1,0,0,0,1,0,0
453,60,10,69,0.77,35,0,1,0,0,0,1,0,0
454,220,1,44,0.48,356,0,0,1,0,0,1,0,0
455,249,3,142,1.55,285,0,1,0,0,0,1,0,0
456,65,3,138,1.53,173,0,0,1,0,0,0,1,0
457,79,2,115,1.25,0,0,1,0,0,0,0,1,0
458,195,180,76,0.82,32,0,1,0,0,0,1,0,0
459,185,2,68,0.74,124,0,0,1,0,0,1,0,0
460,120,3,219,2.4,124,0,1,0,0,0,1,0,0
461,495,1,35,0.43,365,0,1,0,0,0,1,0,0
