,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side
27313,19507235,66,1,39,2.12,76,0,1,0,1,0,0
27326,19524083,200,2,30,1.58,212,1,0,0,0,0,1
27338,19528621,105,1,42,2.29,0,1,0,0,1,0,0
27352,19531901,180,2,5,0.26,0,1,0,0,0,0,1
27375,19546202,175,1,2,0.1,0,1,0,0,0,0,1
27387,19550838,68,3,2,0.11,0,1,0,0,1,0,0
27396,19554980,2500,40,17,1.26,0,1,0,0,0,0,1
27403,19563855,249,2,88,4.61,342,1,0,0,1,0,0
27413,19568889,77,2,26,1.38,317,0,1,0,1,0,0
27436,19577620,94,2,54,2.84,132,0,1,0,0,0,1
27476,19605856,101,5,2,0.1,0,0,1,0,0,0,1
27501,19621939,75,2,36,2.02,25,0,1,0,1,0,0
27515,19633139,120,4,31,1.68,185,0,1,0,1,0,0
27524,19637278,116,1,28,1.59,0,1,0,0,0,0,1
27542,19654252,69,14,6,0.32,0,0,1,0,1,0,0
27604,19691853,100,2,15,0.79,0,1,0,0,1,0,0
27605,19691986,115,2,64,3.46,151,0,1,0,1,0,0
27606,19692298,160,1,74,4.13,162,1,0,0,0,0,1
27639,19701913,102,2,18,0.99,0,1,0,0,1,0,0
27660,19714091,170,2,28,1.53,365,1,0,0,0,0,1
27661,19714340,89,4,43,2.32,117,1,0,0,0,0,1
27674,19720126,98,2,2,0.11,4,1,0,0,1,0,0
27675,19720270,150,1,20,1.08,28,1,0,0,1,0,0
27683,19721338,51,5,0,0.0,0,0,1,0,1,0,0
27695,19731551,159,30,2,0.35,320,1,0,0,0,0,1
27696,19731730,230,3,4,0.24,0,1,0,0,0,0,1
27706,19737173,45,7,0,0.0,0,0,1,0,1,0,0
27712,19743260,56,1,10,0.54,0,0,1,0,1,0,0
27737,19757502,250,7,1,0.83,3,1,0,0,1,0,0
27740,19760008,67,2,5,0.27,0,0,1,0,0,0,1
27747,19764204,95,2,4,0.22,0,1,0,0,0,0,1
27749,19764868,135,30,0,0.0,179,1,0,0,0,0,1
27755,19766791,45,3,36,1.95,323,0,1,0,1,0,0
27775,19772901,100,5,2,0.5,4,0,1,0,1,0,0
27777,19779749,50,1,15,0.79,0,0,1,0,1,0,0
27780,19784119,100,2,24,1.32,22,1,0,0,1,0,0
27852,19818960,79,2,27,1.47,77,0,1,0,1,0,0
27858,19821768,300,2,0,0.0,0,1,0,0,0,0,1
27860,19822964,190,30,7,0.41,253,1,0,0,0,0,1
27868,19826489,300,3,4,0.5,139,1,0,0,0,0,1
27882,19830726,69,1,14,0.98,0,0,1,0,1,0,0
27889,19840329,50,4,3,0.67,0,0,1,0,1,0,0
27894,19843398,190,30,7,0.44,285,1,0,0,0,0,1
27898,19845074,60,2,13,0.74,228,0,1,0,1,0,0
27916,19856899,50,1,0,0.0,0,0,0,1,0,0,1
27926,19861088,120,2,20,1.24,0,1,0,0,1,0,0
27952,19874726,120,2,11,0.58,35,1,0,0,1,0,0
27954,19875728,325,7,0,0.0,0,1,0,0,0,0,1
27956,19876272,50,2,10,0.56,0,0,1,0,1,0,0
27962,19877695,50,3,5,0.29,0,0,1,0,1,0,0
27985,19891896,85,1,0,0.0,364,0,1,0,0,0,1
27988,19892549,250,5,1,0.08,79,1,0,0,1,0,0
27996,19894740,48,7,1,0.06,0,0,1,0,0,1,0
28006,19906460,225,30,13,0.76,281,1,0,0,0,0,1
28009,19907176,255,30,4,0.29,324,1,0,0,0,0,1
28010,19907609,320,30,4,0.26,365,1,0,0,0,0,1
28023,19910689,100,1,6,0.32,0,0,1,0,1,0,0
28026,19911620,150,5,3,0.17,74,1,0,0,0,0,1
28045,19913783,80,6,0,0.0,365,0,1,0,1,0,0
28056,19922859,59,30,0,0.0,334,0,1,0,0,0,1
28058,19923160,59,30,0,0.0,215,0,1,0,0,0,1
28059,19923314,59,30,4,0.24,365,0,1,0,0,0,1
28062,19924036,59,30,1,0.07,365,0,1,0,0,0,1
28063,19924136,59,30,1,0.06,365,0,1,0,0,0,1
28065,19924222,59,30,1,0.07,317,0,1,0,0,0,1
28104,19946965,89,4,1,0.05,0,0,1,0,0,0,1
28109,19949135,125,1,19,1.03,0,0,1,0,1,0,0
28114,19950255,65,5,0,0.0,0,0,0,1,1,0,0
28124,19954367,65,30,0,0.0,277,0,1,0,1,0,0
28142,19965541,85,1,4,0.42,63,0,1,0,1,0,0
28146,19967297,110,3,0,0.0,87,0,1,0,1,0,0
28158,19976803,52,1,6,0.32,0,0,1,0,1,0,0
28174,19981889,100,1,48,2.82,89,0,1,0,1,0,0
28208,20000421,45,3,3,0.16,0,0,1,0,1,0,0
28215,20005568,75,4,3,0.17,0,0,1,0,1,0,0
28224,20013255,99,1,71,3.84,362,0,1,0,0,0,1
28228,20014141,170,7,4,0.22,0,1,0,0,0,0,1
28232,20015668,80,1,0,0.0,0,1,0,0,1,0,0
28233,20015736,250,1,21,1.14,0,1,0,0,1,0,0
28247,20025456,130,4,0,0.0,16,1,0,0,1,0,0
28262,20031317,113,5,0,0.0,0,1,0,0,1,0,0
28275,20035612,55,3,1,0.06,0,0,1,0,1,0,0
28293,20049857,299,3,44,2.59,82,1,0,0,0,0,1
28295,20051114,175,1,0,0.0,0,1,0,0,0,0,1
28328,20070401,502,2,8,0.48,13,1,0,0,0,0,1
28344,20084595,82,7,0,0.0,0,1,0,0,0,0,1
28346,20085460,220,2,6,0.35,0,1,0,0,0,1,0
28373,20096504,100,3,0,0.0,178,0,1,0,1,0,0
28383,20120114,90,10,0,0.0,0,0,1,0,0,1,0
28388,20121308,120,1,100,5.41,154,0,1,0,0,0,1
28389,20121572,150,12,1,0.08,363,1,0,0,1,0,0
28402,20135026,72,3,4,0.22,0,0,1,0,0,0,1
28409,20136870,190,30,4,0.5,346,1,0,0,0,0,1
28425,20148616,190,30,5,0.36,283,1,0,0,0,0,1
28433,20150770,99,2,17,0.94,0,0,1,0,1,0,0
28444,20153703,60,3,1,0.06,0,0,1,0,1,0,0
28456,20164612,76,3,2,0.12,82,0,1,0,0,0,1
28463,20167264,65,3,9,0.52,0,1,0,0,1,0,0
28470,20171179,63,3,36,3.16,257,0,1,0,1,0,0
28480,20174221,175,7,2,0.11,0,1,0,0,0,0,1
28481,20174551,80,5,5,0.28,0,1,0,0,1,0,0
28490,20176191,100,5,0,0.0,0,0,1,0,0,0,1
28494,20183458,130,1,29,1.78,328,1,0,0,1,0,0
28498,20184035,130,3,31,1.77,273,1,0,0,1,0,0
28525,20192804,105,2,36,2.5,0,1,0,0,1,0,0
28541,20196464,206,5,0,0.0,0,1,0,0,0,0,1
28554,20206499,120,6,1,0.07,0,1,0,0,0,1,0
28585,20222946,47,4,8,0.45,5,0,1,0,1,0,0
28595,20228284,147,2,49,2.84,69,1,0,0,1,0,0
28610,20233538,92,1,15,0.84,179,0,1,0,1,0,0
28617,20235701,80,1,0,0.0,0,0,1,0,1,0,0
28622,20236141,176,1,112,6.23,78,1,0,0,0,0,1
28626,20243718,51,7,2,0.11,0,0,1,0,0,0,1
28632,20245577,110,1,8,0.69,58,0,1,0,0,0,1
28638,20253237,150,3,15,0.85,0,1,0,0,1,0,0
28648,20261316,270,7,0,0.0,0,1,0,0,0,0,1
28650,20263650,120,3,6,0.36,0,1,0,0,0,0,1
28658,20269656,125,1,7,0.4,0,0,1,0,0,0,1
28664,20274907,50,2,10,0.57,88,0,1,0,1,0,0
28679,20281546,114,1,1,0.06,0,1,0,0,0,1,0
28686,20284463,72,3,1,0.08,0,0,1,0,1,0,0
28716,20304656,60,7,0,0.0,0,0,1,0,1,0,0
28736,20314852,120,1,0,0.0,179,0,1,0,1,0,0
28759,20330086,85,5,45,2.49,75,1,0,0,0,0,1
28760,20330243,60,1,2,0.12,0,0,1,0,1,0,0
28762,20330822,219,4,25,1.39,41,1,0,0,0,0,1
28763,20331226,150,4,38,2.25,231,1,0,0,1,0,0
28764,20331468,289,3,3,0.17,0,1,0,0,0,0,1
28765,20331502,55,3,4,0.23,0,0,1,0,0,0,1
28771,20333200,89,4,10,0.57,122,0,1,0,0,0,1
28775,20345108,55,1,0,0.0,0,0,1,0,0,1,0
28781,20355009,70,1,9,0.51,2,0,1,0,1,0,0
28788,20356917,70,1,53,3.0,365,0,1,0,1,0,0
28790,20358562,62,1,26,1.51,119,0,1,0,1,0,0
28795,20362110,80,1,4,0.23,179,0,1,0,1,0,0
28802,20369044,245,3,3,0.87,12,1,0,0,0,0,1
28810,20382522,86,1,1,0.07,0,0,1,0,1,0,0
28820,20387815,71,3,19,1.67,32,1,0,0,1,0,0
28824,20390763,50,2,62,3.82,96,0,1,0,1,0,0
28828,20394608,49,16,1,0.06,0,0,1,0,1,0,0
28835,20396246,185,1,6,0.34,0,1,0,0,1,0,0
28846,20405958,300,30,4,1.33,335,1,0,0,0,0,1
28854,20408891,300,3,22,2.17,279,1,0,0,1,0,0
28874,20422697,65,5,10,0.59,99,0,1,0,1,0,0
28884,20425965,80,7,5,0.28,365,0,1,0,0,0,1
28903,20438015,250,2,2,0.12,0,1,0,0,0,0,1
28907,20440432,50,2,20,1.17,338,0,1,0,1,0,0
28923,20458372,130,9,0,0.0,0,1,0,0,0,0,1
28928,20459566,100,1,24,1.37,63,0,1,0,0,0,1
28937,20467141,90,2,52,3.02,71,0,1,0,1,0,0
28952,20480133,60,4,4,0.3,0,0,1,0,0,0,1
28957,20481653,125,2,1,0.06,0,1,0,0,1,0,0
28968,20486011,70,4,3,0.18,0,0,1,0,1,0,0
28974,20495252,50,3,2,0.12,0,0,1,0,1,0,0
28984,20499320,125,3,28,1.63,174,0,1,0,1,0,0
28989,20501444,65,2,24,1.4,0,0,1,0,1,0,0
28993,20503833,77,1,37,2.26,345,0,1,0,0,0,1
29004,20515035,75,5,6,0.34,22,0,1,0,1,0,0
29017,20522971,219,30,6,0.35,88,1,0,0,1,0,0
29043,20541408,75,1,5,0.29,0,0,1,0,0,0,1
29051,20549878,115,3,5,0.32,0,1,0,0,1,0,0
29060,20555087,65,2,2,0.12,0,0,1,0,1,0,0
29068,20557463,50,2,2,0.12,0,0,1,0,0,1,0
29069,20557646,50,4,20,1.17,2,0,1,0,1,0,0
29085,20570472,110,2,34,1.97,65,0,1,0,1,0,0
29092,20572271,55,14,3,0.29,126,0,1,0,0,1,0
29119,20586070,275,30,8,0.7,350,1,0,0,0,0,1
29127,20588062,199,2,3,0.17,0,1,0,0,0,0,1
29176,20615793,100,4,32,2.0,0,1,0,0,0,0,1
29192,20621815,117,6,6,0.36,0,1,0,0,0,0,1
29198,20624427,65,1,38,2.22,80,0,1,0,1,0,0
29204,20629690,90,3,13,0.76,355,1,0,0,1,0,0
29209,20632678,185,30,1,0.06,365,1,0,0,0,0,1
29220,20639280,125,3,0,0.0,0,0,0,1,0,0,1
29230,20645320,229,30,0,0.0,365,1,0,0,0,0,1
29232,20649144,75,2,71,4.12,232,0,1,0,1,0,0
29244,20651451,100,1,9,0.51,89,0,1,0,1,0,0
29246,20651877,90,1,15,0.88,338,0,1,0,1,0,0
29266,20661577,125,4,0,0.0,0,0,0,1,0,1,0
29268,20662567,150,2,5,0.29,0,0,1,0,0,0,1
29288,20673848,135,2,1,0.06,0,1,0,0,0,0,1
29318,20685890,173,10,0,0.0,0,1,0,0,0,0,1
29343,20695930,85,5,26,1.6,141,0,1,0,1,0,0
29360,20703941,299,3,3,0.18,179,0,1,0,1,0,0
29366,20707376,95,3,7,0.52,15,0,1,0,0,0,1
29368,20707833,65,3,48,2.88,83,0,1,0,1,0,0
29375,20710022,55,10,6,0.38,123,0,1,0,1,0,0
29398,20724736,123,2,54,3.19,0,0,1,0,1,0,0
29402,20726546,59,2,13,0.82,272,0,1,0,1,0,0
29412,20729981,59,2,10,0.63,364,0,1,0,1,0,0
29422,20741509,85,3,13,0.78,118,0,1,0,0,1,0
29424,20743194,90,2,44,2.64,115,0,1,0,1,0,0
29440,20748520,62,1,10,0.59,0,0,0,1,0,0,1
29450,20757519,60,2,1,0.06,0,0,0,1,1,0,0
29472,20762151,110,1,15,0.89,89,0,1,0,1,0,0
29474,20762692,125,6,8,0.47,0,1,0,0,1,0,0
29488,20772462,59,2,2,0.14,364,0,1,0,1,0,0
29489,20772583,150,2,10,0.64,3,1,0,0,1,0,0
29495,20773223,49,2,12,0.74,266,0,1,0,1,0,0
29525,20794837,50,1,2,0.12,0,0,1,0,1,0,0
29529,20796595,80,1,24,1.45,184,0,1,0,1,0,0
29536,20800449,65,3,42,2.54,19,0,1,0,1,0,0
29548,20803227,200,1,0,0.0,0,1,0,0,1,0,0
29562,20812365,245,3,51,3.02,0,1,0,0,0,1,0
29566,20812956,183,2,3,0.17,179,1,0,0,1,0,0
29569,20814478,250,2,1,0.06,0,1,0,0,0,0,1
29573,20815854,100,1,4,0.24,0,0,1,0,1,0,0
29584,20819020,55,2,66,3.87,14,0,1,0,1,0,0
29602,20827821,53,3,5,0.3,98,0,1,0,1,0,0
29632,20847505,135,2,21,1.24,0,1,0,0,0,0,1
29633,20848135,65,3,65,3.84,207,0,1,0,1,0,0
29666,20872030,189,2,7,0.43,0,1,0,0,1,0,0
29672,20874198,200,3,2,0.12,0,1,0,0,0,0,1
29687,20883973,100,1,25,1.49,13,1,0,0,1,0,0
29689,20884271,53,2,47,2.85,0,0,1,0,1,0,0
29698,20888020,75,5,2,0.12,0,0,1,0,0,0,1
29703,20889280,115,5,0,0.0,0,1,0,0,1,0,0
29710,20896952,95,3,13,0.78,83,0,1,0,1,0,0
29714,20897952,133,30,0,0.0,365,1,0,0,0,0,1
29720,20899758,350,7,6,0.48,0,0,1,0,1,0,0
29726,20901715,200,4,2,0.12,0,1,0,0,1,0,0
29741,20913587,145,1,1,0.06,0,0,1,0,1,0,0
29756,20918850,330,3,0,0.0,0,1,0,0,0,0,1
29759,20920048,125,2,70,4.28,0,0,1,0,1,0,0
29766,20928429,65,1,26,1.54,0,0,1,0,1,0,0
29800,20947308,139,1,82,4.9,248,1,0,0,0,0,1
29804,20951141,345,5,44,2.65,315,1,0,0,1,0,0
29807,20954729,150,2,3,0.19,0,1,0,0,0,1,0
29847,20973084,33,10,14,0.91,75,0,1,0,1,0,0
29894,20993138,110,1,0,0.0,89,0,1,0,1,0,0
29903,20996673,40,3,6,0.37,0,0,1,0,1,0,0
29916,21005576,139,7,3,0.66,365,0,1,0,0,0,1
29948,21014202,78,1,11,0.66,0,0,1,0,0,0,1
29962,21021957,280,30,4,3.24,362,1,0,0,0,0,1
29969,21024610,110,3,4,0.25,88,0,1,0,1,0,0
29975,21026558,250,2,2,0.21,179,0,1,0,0,0,1
30030,21056884,35,1,54,3.29,296,0,0,1,1,0,0
30033,21057757,125,30,5,0.36,231,1,0,0,0,0,1
30036,21058761,70,1,6,0.37,180,0,1,0,0,0,1
30039,21064170,129,28,7,0.48,119,1,0,0,1,0,0
30046,21068619,80,45,1,0.06,16,0,1,0,1,0,0
30051,21076625,65,6,7,0.43,365,0,1,0,1,0,0
30054,21078966,65,3,3,0.19,0,0,1,0,1,0,0
30090,21098719,70,3,36,2.23,1,1,0,0,1,0,0
30101,21106395,99,20,6,0.53,163,0,1,0,0,0,1
30107,21109037,135,1,27,1.67,214,0,1,0,0,0,1
30115,21112746,139,6,25,1.52,29,1,0,0,0,0,1
30117,21112924,126,3,14,0.86,4,1,0,0,1,0,0
30142,21133911,300,30,4,0.3,335,1,0,0,0,0,1
30154,21138538,0,2,23,1.54,335,1,0,0,0,0,1
30170,21139805,49,15,1,0.06,365,0,1,0,1,0,0
30175,21140951,290,30,3,0.23,293,1,0,0,0,0,1
30179,21142363,110,30,0,0.0,0,0,1,0,0,0,1
30181,21147708,170,3,43,2.96,0,1,0,0,1,0,0
30186,21148781,150,1,3,0.74,365,0,1,0,0,0,1
30191,21150972,250,1,12,0.74,324,1,0,0,1,0,0
30193,21151399,110,15,1,0.06,0,1,0,0,1,0,0
30199,21154544,50,15,0,0.0,0,0,1,0,1,0,0
30201,21155115,120,4,7,0.44,0,1,0,0,0,0,1
30216,21163303,145,2,0,0.0,0,0,1,0,0,0,1
30221,21170090,100,2,0,0.0,22,1,0,0,1,0,0
30227,21173148,165,3,16,0.99,32,1,0,0,1,0,0
30239,21175160,85,30,46,2.86,345,0,1,0,1,0,0
30243,21175597,70,30,22,1.37,330,0,1,0,1,0,0
30246,21176110,120,4,5,0.37,0,1,0,0,1,0,0
30247,21176210,48,4,4,1.07,12,0,1,0,1,0,0
30250,21177066,47,1,0,0.0,0,0,1,0,0,0,1
30253,21177976,50,2,0,0.0,0,0,1,0,1,0,0
30264,21185085,500,5,52,3.2,281,1,0,0,0,0,1
30276,21190435,150,10,2,0.12,0,1,0,0,0,0,1
30296,21198480,65,14,9,0.56,50,1,0,0,0,0,1
30307,21203545,129,3,2,0.14,0,1,0,0,0,0,1
30311,21204890,55,3,77,4.77,17,0,1,0,1,0,0
30333,21213799,45,30,2,0.13,231,0,1,0,1,0,0
30339,21217074,108,30,3,0.39,217,1,0,0,1,0,0
30341,21217698,50,1,0,0.0,0,0,1,0,0,1,0
30357,21226714,55,1,18,1.12,324,0,1,0,1,0,0
30360,21227069,56,3,5,0.33,63,0,1,0,1,0,0
30370,21230688,96,30,3,0.71,141,1,0,0,1,0,0
30385,21239728,99,2,41,3.48,28,1,0,0,1,0,0
30386,21239885,125,4,0,0.0,0,0,1,0,1,0,0
30390,21242568,64,1,16,2.02,89,0,1,0,1,0,0
30393,21243337,190,2,34,2.14,13,1,0,0,1,0,0
30394,21243447,180,1,64,4.29,44,1,0,0,0,0,1
30413,21252149,150,1,104,6.51,215,0,1,0,0,0,1
30420,21253783,253,3,1,0.07,0,1,0,0,0,0,1
30427,21254718,339,3,1,0.28,31,1,0,0,0,1,0
30442,21263120,200,3,18,2.08,0,1,0,0,1,0,0
30444,21263728,125,5,30,1.89,265,0,1,0,0,0,1
30448,21264297,59,1,81,5.09,38,0,1,0,0,1,0
30450,21264903,83,30,4,0.51,137,1,0,0,1,0,0
30465,21272115,75,1,38,2.86,168,0,1,0,1,0,0
30481,21278102,160,3,7,0.49,198,0,1,0,1,0,0
30490,21281237,230,2,2,0.14,0,1,0,0,1,0,0
30496,21282304,250,2,50,3.27,153,1,0,0,0,0,1
30508,21289758,55,2,1,0.06,0,0,1,0,1,0,0
30523,21295182,175,4,0,0.0,0,1,0,0,0,0,1
30525,21295334,250,7,1,0.09,17,1,0,0,0,0,1
30560,21311288,300,3,21,1.45,21,1,0,0,0,0,1
30582,21313668,150,4,2,0.14,0,1,0,0,0,0,1
30598,21324522,200,2,29,1.95,346,1,0,0,1,0,0
30632,21355005,89,10,0,0.0,0,0,1,0,0,0,1
30658,21366948,350,5,21,1.41,313,1,0,0,0,0,1
30670,21370014,72,3,1,0.06,0,0,1,0,0,0,1
30702,21384941,135,2,0,0.0,0,1,0,0,0,0,1
30708,21386117,300,1,1,0.07,0,0,1,0,1,0,0
30715,21392524,174,1,83,5.37,210,0,1,0,1,0,0
30718,21394087,30,3,67,4.57,142,0,1,0,1,0,0
30730,21397049,50,4,3,0.19,0,0,1,0,1,0,0
30734,21398613,150,5,1,0.07,0,1,0,0,0,0,1
30736,21399123,156,3,60,3.82,175,0,1,0,0,0,1
30740,21399985,85,2,56,3.62,109,0,1,0,1,0,0
30743,21406187,85,2,56,3.62,75,0,1,0,1,0,0
30747,21408195,25,3,45,2.95,124,0,0,1,1,0,0
30762,21413190,150,300,2,0.14,338,0,1,0,0,0,1
30772,21421478,799,3,0,0.0,0,1,0,0,0,0,1
30790,21431963,60,1,60,3.88,88,0,0,1,0,0,1
30794,21434692,150,2,48,3.13,128,1,0,0,1,0,0
30797,21435622,200,1,3,0.2,0,1,0,0,1,0,0
30801,21436653,245,2,59,4.45,284,1,0,0,1,0,0
30816,21445012,65,1,14,1.05,179,0,0,1,0,0,1
30817,21445656,160,4,5,0.33,90,0,1,0,0,0,1
30827,21449446,210,5,2,0.15,88,1,0,0,1,0,0
30837,21452670,36,1,0,0.0,0,0,1,0,1,0,0
30841,21457703,110,2,42,3.28,91,1,0,0,1,0,0
30849,21460249,180,5,1,0.08,0,1,0,0,1,0,0
30859,21461901,43,2,59,3.98,13,0,1,0,1,0,0
30862,21462783,125,3,8,0.54,0,1,0,0,0,1,0
30868,21469568,129,1,66,4.24,359,0,1,0,0,0,1
30886,21474497,200,30,5,0.33,0,1,0,0,0,0,1
30893,21476604,150,1,6,0.45,46,1,0,0,1,0,0
30903,21484161,105,30,3,0.24,110,1,0,0,1,0,0
30906,21485174,175,3,21,1.38,314,1,0,0,1,0,0
30916,21489266,249,3,3,0.34,0,1,0,0,1,0,0
30933,21499536,170,3,34,2.23,0,1,0,0,0,0,1
30937,21501268,45,2,10,0.72,308,0,0,1,1,0,0
30944,21503589,95,1,97,6.5,74,1,0,0,1,0,0
30961,21512260,200,5,4,0.3,0,1,0,0,1,0,0
30967,21514056,177,1,33,2.21,67,1,0,0,0,0,1
30981,21517377,60,3,1,0.07,0,0,1,0,1,0,0
30986,21518800,250,30,0,0.0,339,1,0,0,0,0,1
30987,21518896,100,2,2,0.13,0,1,0,0,1,0,0
30989,21519958,67,1,21,1.89,172,0,1,0,1,0,0
31040,21549504,49,1,1,0.08,0,0,1,0,1,0,0
31046,21549898,315,6,13,0.95,65,1,0,0,0,0,1
31047,21550105,75,3,0,0.0,0,0,1,0,0,1,0
31052,21550720,80,2,22,1.48,89,0,1,0,1,0,0
31053,21550808,69,1,55,3.9,40,0,1,0,1,0,0
31056,21551617,350,1,8,0.53,72,1,0,0,0,0,1
31057,21551787,150,2,21,1.39,53,0,1,0,0,0,1
31111,21577679,145,3,54,3.62,60,1,0,0,0,0,1
31127,21582498,45,7,0,0.0,365,0,1,0,1,0,0
31141,21591724,200,7,0,0.0,17,1,0,0,0,0,1
31154,21594669,224,30,27,2.05,341,1,0,0,0,0,1
31157,21596013,118,1,2,0.13,0,1,0,0,0,0,1
31158,21596214,116,3,10,0.7,0,1,0,0,0,0,1
31159,21596493,160,30,0,0.0,276,1,0,0,0,0,1
31160,21596520,55,5,100,6.61,246,0,1,0,1,0,0
31162,21596801,225,30,1,0.23,365,1,0,0,0,0,1
31172,21604003,59,1,0,0.0,0,0,1,0,1,0,0
31178,21607402,50,1,8,0.54,0,0,1,0,1,0,0
31180,21607905,80,1,77,5.19,33,1,0,0,1,0,0
31181,21607964,55,1,4,0.26,0,0,1,0,1,0,0
31184,21608983,125,1,93,6.16,311,1,0,0,0,0,1
31212,21622153,60,15,18,1.21,0,0,1,0,1,0,0
31219,21623668,45,7,2,0.13,0,0,1,0,1,0,0
31220,21624428,199,30,7,1.91,232,1,0,0,0,0,1
31225,21625390,165,3,21,1.5,89,1,0,0,1,0,0
31227,21627791,60,1,56,3.78,87,0,0,1,0,0,1
31230,21628066,60,1,44,2.92,72,0,0,1,0,0,1
31233,21629318,80,2,28,2.04,57,0,1,0,1,0,0
31244,21631773,80,4,17,1.14,0,0,1,0,1,0,0
31251,21633212,225,2,41,3.89,319,1,0,0,1,0,0
31252,21633295,265,2,54,4.01,282,1,0,0,1,0,0
31254,21633395,80,12,1,0.07,0,1,0,0,0,1,0
31255,21633621,130,2,5,0.39,0,1,0,0,1,0,0
31287,21645894,50,1,3,0.2,27,0,1,0,1,0,0
31298,21649172,185,6,3,0.23,177,1,0,0,0,0,1
31316,21660363,75,2,9,0.66,5,1,0,0,1,0,0
31356,21677637,200,3,0,0.0,0,1,0,0,1,0,0
31365,21679714,49,1,42,2.78,8,0,1,0,1,0,0
31376,21683372,125,4,19,1.33,141,1,0,0,1,0,0
31377,21683672,80,2,0,0.0,0,0,1,0,0,0,1
31390,21692641,100,1,9,0.64,325,1,0,0,0,1,0
31403,21695415,78,6,4,0.28,0,1,0,0,1,0,0
31412,21698446,80,2,71,4.72,136,0,1,0,1,0,0
31422,21700582,125,3,0,0.0,0,0,1,0,1,0,0
31425,21701450,95,31,4,0.4,73,1,0,0,0,0,1
31426,21701695,135,3,52,3.54,178,0,1,0,0,0,1
31427,21703548,126,3,55,3.91,0,0,1,0,0,0,1
31431,21707762,395,3,1,0.07,0,1,0,0,0,0,1
31435,21709727,850,3,4,0.3,178,1,0,0,1,0,0
31437,21709891,47,2,52,3.48,47,0,1,0,1,0,0
31445,21711690,47,2,47,3.15,38,0,1,0,1,0,0
31453,21713495,175,2,19,1.36,122,1,0,0,0,0,1
31455,21714177,110,3,5,0.46,0,1,0,0,1,0,0
31466,21716449,101,2,17,1.21,23,1,0,0,1,0,0
31490,21727957,550,5,5,0.38,0,1,0,0,0,0,1
31509,21734973,75,7,8,0.57,365,0,1,0,0,0,1
31512,21736059,50,13,0,0.0,0,0,1,0,1,0,0
31521,21737483,200,6,3,0.24,313,0,1,0,0,0,1
31526,21738176,125,20,0,0.0,0,1,0,0,1,0,0
31531,21739035,130,3,11,0.76,89,1,0,0,1,0,0
31558,21752545,150,2,0,0.0,0,0,1,0,0,0,1
31572,21755486,120,2,6,0.43,365,0,1,0,1,0,0
31581,21762969,80,1,2,0.15,0,0,1,0,1,0,0
31593,21766776,225,3,2,0.19,0,1,0,0,1,0,0
31619,21778404,50,1,0,0.0,0,0,1,0,0,0,1
31620,21779257,50,3,1,0.07,0,0,1,0,1,0,0
31630,21781859,185,5,2,0.14,0,1,0,0,0,0,1
31636,21783298,145,7,0,0.0,0,1,0,0,0,0,1
31637,21783619,50,1,0,0.0,0,0,1,0,0,1,0
31648,21786337,60,1,1,0.08,0,0,1,0,1,0,0
31658,21788734,60,10,0,0.0,0,0,1,0,0,1,0
31659,21788885,68,2,83,5.78,86,0,1,0,1,0,0
31686,21801520,48,1,1,0.07,0,0,1,0,1,0,0
31693,21803103,65,14,11,0.8,91,0,1,0,1,0,0
31697,21804198,350,2,6,0.58,0,1,0,0,0,0,1
31729,21815631,104,5,1,0.08,0,1,0,0,1,0,0
31742,21817961,165,3,1,0.07,0,1,0,0,1,0,0
31752,21822768,228,7,1,0.15,0,1,0,0,0,0,1
31773,21826266,35,10,2,0.15,0,0,1,0,0,0,1
31774,21826282,47,1,5,0.35,0,0,1,0,1,0,0
31785,21828867,150,3,0,0.0,23,1,0,0,0,1,0
31786,21828988,340,2,0,0.0,363,0,1,0,0,0,1
31809,21836784,100,12,0,0.0,0,1,0,0,1,0,0
31819,21839496,146,28,2,0.36,201,1,0,0,0,0,1
31824,21844210,275,2,2,0.15,0,1,0,0,1,0,0
31826,21844499,96,3,2,0.14,0,1,0,0,0,0,1
31830,21846856,36,2,0,0.0,0,0,1,0,1,0,0
31843,21850987,50,7,3,0.23,259,0,1,0,1,0,0
31845,21851100,175,5,2,0.41,0,1,0,0,0,0,1
31856,21852466,150,2,23,1.62,0,1,0,0,0,1,0
31858,21853347,265,2,46,3.23,238,1,0,0,1,0,0
31869,21862155,89,1,73,5.03,45,0,1,0,1,0,0
31890,21868116,37,15,0,0.0,0,0,1,0,1,0,0
31903,21869546,88,1,3,0.21,0,0,1,0,1,0,0
31918,21881602,50,1,14,0.96,0,0,1,0,0,0,1
31943,21891856,160,4,3,0.31,88,1,0,0,1,0,0
31950,21892834,133,30,5,0.38,365,1,0,0,0,0,1
31962,21896552,120,3,3,0.22,0,1,0,0,0,1,0
31999,21914628,120,4,3,0.21,0,1,0,0,1,0,0
32001,21919913,333,30,0,0.0,365,1,0,0,0,0,1
32004,21921608,375,30,0,0.0,365,1,0,0,0,0,1
32011,21922407,120,3,0,0.0,0,1,0,0,0,1,0
32041,21931508,75,1,55,3.96,79,0,1,0,1,0,0
32051,21933635,250,3,17,1.28,92,1,0,0,1,0,0
32061,21934868,80,30,2,0.16,272,0,1,0,1,0,0
