,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
0,2454,137,7,1,1.0,65,0,0,1,0,0,1,0,0
1,2539,149,1,9,0.23,365,0,1,0,0,0,0,1,0
2,2595,225,1,43,0.38,365,0,0,1,0,0,1,0,0
3,3330,70,5,39,0.35,290,0,1,0,0,0,0,1,0
4,3647,150,3,0,0.0,365,0,0,1,0,0,0,1,0
5,3831,89,1,231,4.37,162,0,1,0,0,0,1,0,0
6,5022,80,10,9,0.11,48,0,0,1,0,0,1,0,0
7,5099,185,2,70,0.59,0,0,0,1,0,0,1,0,0
8,5121,60,45,49,0.42,0,0,1,0,0,0,0,1,0
9,5178,79,2,410,3.46,150,0,0,1,0,0,0,1,0
10,5203,79,2,118,1.03,0,0,0,1,0,0,0,1,0
11,5216,126,26,35,0.29,337,0,0,1,0,0,1,0,0
12,5238,150,1,153,1.33,262,0,0,1,0,0,1,0,0
13,5295,135,5,43,0.36,53,0,0,1,0,0,1,0,0
14,5441,85,2,170,1.41,0,0,0,1,0,0,0,1,0
15,5586,175,3,38,0.32,41,0,0,1,0,0,1,0,0
16,5803,89,4,162,1.36,336,0,1,0,0,0,0,1,0
17,6021,85,2,100,0.84,365,0,0,1,0,0,0,1,0
18,6090,175,100,27,0.23,108,0,0,1,0,0,1,0,0
19,6848,140,2,122,1.03,92,0,1,0,0,0,1,0,0
20,6990,75,30,229,2.03,315,0,0,1,0,0,0,1,0
21,7036,65,3,4,0.04,365,0,1,0,0,0,0,1,0
22,7097,215,2,179,1.62,330,0,1,0,0,0,1,0,0
23,7322,140,1,246,2.1,0,0,0,1,0,0,0,1,0
24,7726,99,3,31,4.63,76,0,1,0,0,0,1,0,0
25,7801,299,3,9,0.08,0,0,1,0,0,0,1,0,0
26,7970,120,35,38,0.33,254,0,0,1,0,0,1,0,0
27,8024,130,2,124,1.09,365,0,1,0,0,0,0,1,0
28,8110,100,2,64,0.58,365,0,1,0,0,0,0,1,0
29,8343,211,3,16,0.18,8,0,0,1,0,0,1,0,0
30,8490,120,2,77,0.67,242,0,1,0,0,0,1,0,0
31,8505,60,1,16,1.85,89,0,1,0,0,0,0,1,0
32,8700,80,4,0,0.0,0,0,0,1,0,0,0,1,0
33,9357,150,10,58,0.51,60,0,0,1,0,0,1,0,0
34,9518,44,3,106,1.15,344,0,0,1,0,0,0,1,0
35,9657,180,2,27,0.24,195,0,0,1,0,0,1,0,0
36,9668,50,3,230,2.02,348,0,0,1,0,0,0,1,0
37,9704,52,2,80,1.41,365,0,0,1,0,0,0,1,0
38,9782,55,4,188,1.65,342,0,1,0,0,0,0,1,0
39,9783,50,3,259,2.35,355,0,0,1,0,0,0,1,0
40,10452,70,1,72,0.67,250,0,1,0,0,0,0,1,0
41,10962,89,4,164,1.44,319,0,1,0,0,0,0,1,0
42,11452,35,60,0,0.0,337,0,1,0,0,0,0,1,0
43,11708,85,2,206,1.83,45,0,1,0,0,0,1,0,0
44,11943,150,1,0,0.0,365,0,1,0,0,0,0,1,0
45,12048,40,1,209,1.85,268,0,0,1,0,0,0,0,1
46,12192,68,2,237,2.1,26,0,0,1,0,0,0,1,0
47,12299,120,3,11,0.34,364,0,1,0,0,0,1,0,0
48,12303,120,7,25,0.24,365,0,1,0,0,0,0,1,0
49,12318,135,4,76,0.68,196,0,0,1,0,0,0,1,0
50,12343,150,7,94,0.85,268,0,0,1,0,0,1,0,0
51,12627,150,7,6,0.35,0,0,1,0,0,0,1,0,0
52,12937,130,3,230,2.19,225,0,0,0,1,0,0,1,0
53,12940,110,7,56,0.5,0,0,1,0,0,0,1,0,0
54,13050,115,3,11,0.1,155,0,1,0,0,0,1,0,0
55,13394,80,3,130,1.17,294,0,1,0,0,0,0,1,0
56,13552,120,4,199,1.78,9,0,0,1,0,0,1,0,0
57,13808,80,1,107,1.01,195,0,1,0,0,0,0,1,0
58,14287,170,2,54,0.49,313,0,0,1,0,0,1,0,0
59,14290,224,3,75,0.67,177,0,1,0,0,0,1,0,0
60,14314,144,2,139,1.25,196,0,1,0,0,0,1,0,0
61,14322,200,7,17,0.21,200,0,0,1,0,0,1,0,0
62,14377,140,2,102,0.92,26,0,1,0,0,0,1,0,0
63,14468,85,3,15,0.84,304,0,0,1,0,0,0,1,0
64,14694,145,4,6,0.07,364,0,1,0,0,0,0,1,0
65,14708,135,4,10,0.11,365,0,1,0,0,0,0,1,0
66,14991,100,5,18,0.17,365,0,0,1,0,0,0,1,0
67,15220,69,3,273,2.47,303,0,0,1,0,0,0,1,0
68,15230,185,2,9,0.09,365,0,1,0,0,0,1,0,0
69,15338,49,4,135,1.22,365,0,1,0,0,0,0,1,0
70,15341,180,30,18,0.28,155,0,0,1,0,0,1,0,0
71,15385,78,2,36,0.34,327,0,1,0,0,0,0,1,0
72,15396,375,180,5,0.14,179,0,0,1,0,0,1,0,0
73,15491,69,2,5,0.05,365,0,1,0,0,0,0,1,0
74,15493,59,2,24,0.22,365,0,1,0,0,0,0,1,0
75,15509,59,2,13,0.12,0,0,1,0,0,0,0,1,0
76,16284,179,7,80,0.72,294,0,0,1,0,0,1,0,0
77,16326,200,28,143,1.4,204,0,1,0,0,0,1,0,0
78,16338,55,7,27,0.24,313,0,1,0,0,0,0,1,0
79,16421,52,30,189,1.71,298,0,0,1,0,0,0,1,0
80,16458,225,3,4,0.21,0,0,1,0,0,0,1,0,0
81,16580,80,1,303,4.57,92,0,0,1,0,0,0,1,0
82,16595,270,1,135,1.34,365,0,1,0,0,0,1,0,0
83,16821,79,1,97,1.23,364,0,0,1,0,0,0,1,0
84,16974,225,4,172,1.55,158,0,0,1,0,0,1,0,0
85,16990,59,2,5,0.05,365,0,1,0,0,0,0,1,0
86,17092,51,20,19,0.4,230,0,0,1,0,0,0,1,0
87,17240,69,2,20,0.18,0,0,1,0,0,0,0,1,0
88,17297,180,5,57,0.69,173,0,1,0,0,0,1,0,0
89,17298,180,5,37,0.45,179,0,1,0,0,0,1,0,0
90,17299,180,30,38,0.43,179,0,1,0,0,0,1,0,0
91,17693,65,2,39,1.54,365,0,0,1,0,0,0,1,0
92,17747,105,2,95,0.88,108,0,1,0,0,0,0,1,0
93,18127,190,5,21,0.21,310,0,0,1,0,0,1,0,0
94,18152,200,1,123,1.37,345,0,0,1,0,0,0,1,0
95,18195,90,14,17,0.16,243,0,0,0,1,0,0,1,0
96,18198,70,7,24,0.22,242,0,0,0,1,0,0,1,0
97,18590,95,3,136,1.27,163,0,1,0,0,0,0,1,0
98,18728,150,3,159,1.65,273,0,0,1,0,0,0,1,0
99,18764,145,3,59,0.55,302,0,1,0,0,0,0,1,0
100,19159,110,31,52,0.5,230,0,0,1,0,0,1,0,0
101,19169,285,5,67,0.62,259,0,0,1,0,0,1,0,0
102,19174,300,180,67,0.63,365,0,0,1,0,0,1,0,0
103,19282,100,3,12,0.12,0,0,1,0,0,0,1,0,0
104,19319,92,30,93,0.87,287,0,0,1,0,0,0,1,0
105,19601,800,1,25,0.25,0,0,1,0,0,0,1,0,0
106,19812,105,3,61,0.56,300,0,1,0,0,0,1,0,0
107,20299,55,3,180,1.68,72,0,0,1,0,0,0,1,0
108,20300,50,1,2,0.05,0,0,0,1,0,0,0,1,0
109,20311,70,5,33,0.3,69,0,1,0,0,0,0,1,0
110,20611,85,3,162,1.5,324,0,1,0,0,0,0,1,0
111,20717,85,2,14,0.22,340,0,1,0,0,0,0,1,0
112,20724,65,7,21,0.26,365,0,1,0,0,0,0,1,0
113,20734,131,4,147,3.38,59,0,1,0,0,0,1,0,0
114,20755,98,7,14,0.19,358,0,1,0,0,0,0,1,0
115,20853,250,10,18,0.28,274,0,1,0,0,0,1,0,0
116,20913,100,1,168,1.65,0,0,1,0,0,0,1,0,0
117,20959,249,30,21,0.26,42,0,1,0,0,0,1,0,0
118,21293,105,3,106,0.99,56,0,1,0,0,0,1,0,0
119,21456,140,5,76,0.7,260,0,0,1,0,0,1,0,0
120,21644,89,1,1,0.26,365,0,0,1,0,0,0,1,0
121,21794,99,6,28,0.26,363,0,0,1,0,0,0,1,0
122,22911,125,90,139,1.29,307,0,1,0,0,0,1,0,0
123,22918,60,3,11,1.48,63,0,0,1,0,0,0,1,0
124,23135,175,2,224,2.11,353,0,1,0,0,0,1,0,0
125,23180,125,30,55,0.52,241,0,1,0,0,0,1,0,0
126,23501,65,2,68,0.63,156,0,0,1,0,0,0,1,0
127,23545,240,4,214,1.99,180,0,0,1,0,0,1,0,0
128,23686,500,4,42,0.53,257,0,0,1,0,0,1,0,0
129,24143,101,3,323,3.06,323,0,1,0,0,0,0,1,0
130,24285,220,30,88,0.83,304,0,1,0,0,0,1,0,0
131,25235,125,5,160,1.51,245,0,1,0,0,0,1,0,0
132,25406,80,30,29,0.43,32,0,1,0,0,0,1,0,0
133,25696,100,2,163,1.62,354,0,0,1,0,0,0,1,0
134,26012,200,30,19,0.21,84,0,1,0,0,0,1,0,0
135,26362,59,3,318,3.0,288,0,0,1,0,0,0,1,0
136,26520,125,2,16,0.17,339,0,1,0,0,0,0,1,0
137,26540,200,5,18,0.17,103,0,0,1,0,0,1,0,0
138,26785,120,2,467,4.43,230,0,1,0,0,0,1,0,0
139,26864,90,4,5,0.06,64,0,1,0,0,0,0,1,0
140,26954,199,5,38,0.4,352,0,0,1,0,0,1,0,0
141,26969,295,3,308,3.01,77,0,1,0,0,0,1,0,0
142,27006,235,6,26,0.27,94,0,0,1,0,0,1,0,0
143,27024,150,1,403,4.0,207,0,0,1,0,0,1,0,0
144,27385,225,1,105,1.01,292,0,0,1,0,0,1,0,0
145,27531,99,2,346,3.28,15,0,1,0,0,0,0,1,0
146,27644,170,2,174,1.92,360,0,0,1,0,0,1,0,0
147,27659,400,2,16,0.26,178,0,1,0,0,0,1,0,0
148,27759,170,7,12,0.12,124,0,0,1,0,0,1,0,0
149,27883,100,4,25,0.24,0,0,0,1,0,0,1,0,0
150,28321,75,2,9,0.08,365,0,1,0,0,0,0,1,0
151,28396,90,1,9,0.09,89,0,1,0,0,0,0,1,0
152,28907,150,5,21,0.2,33,0,0,1,0,0,1,0,0
153,29012,85,4,36,0.35,337,0,0,1,0,0,0,1,0
154,29013,70,3,60,0.58,331,0,1,0,0,0,0,1,0
155,29455,98,3,143,1.37,145,0,0,1,0,0,1,0,0
156,29628,89,3,243,2.3,294,0,1,0,0,0,0,1,0
157,29683,185,5,59,0.56,229,0,0,1,0,0,1,0,0
158,30031,50,3,180,1.83,116,0,1,0,0,0,0,1,0
159,31130,130,2,40,0.38,365,0,0,1,0,0,0,1,0
160,31555,115,29,25,0.25,27,0,0,1,0,0,1,0,0
161,31902,77,2,2,0.02,178,0,1,0,0,0,0,1,0
162,31994,76,2,406,3.89,327,0,1,0,0,0,0,1,0
163,32023,125,3,205,1.98,168,0,1,0,0,0,1,0,0
164,32037,135,4,78,0.75,365,0,1,0,0,0,0,1,0
165,32100,275,29,3,0.03,63,0,1,0,0,0,1,0,0
166,32289,199,3,10,0.1,256,0,1,0,0,0,1,0,0
167,32329,160,14,3,0.04,363,0,0,1,0,0,1,0,0
168,32331,140,2,4,0.04,0,0,1,0,0,0,1,0,0
169,32363,140,2,1,0.01,4,0,0,0,1,0,0,1,0
170,32965,115,3,111,1.66,238,0,1,0,0,0,1,0,0
171,32969,160,3,7,0.07,308,0,1,0,0,0,1,0,0
172,33009,195,4,224,2.14,307,0,1,0,0,0,1,0,0
173,33014,195,3,28,0.27,133,0,0,1,0,0,1,0,0
174,33156,169,5,19,0.2,304,0,0,1,0,0,0,1,0
175,33223,80,3,188,1.84,319,0,1,0,0,0,0,1,0
176,34760,44,14,19,0.93,345,0,1,0,0,0,0,1,0
177,35526,156,4,68,0.67,348,0,0,1,0,0,0,1,0
178,36121,85,15,9,0.09,280,0,1,0,0,0,0,1,0
179,36442,115,15,4,0.05,129,0,1,0,0,0,1,0,0
180,36647,69,2,34,0.34,218,0,0,1,0,0,0,1,0
181,36703,225,45,133,1.29,307,0,0,1,0,0,1,0,0
182,36934,125,6,27,0.27,34,0,1,0,0,0,1,0,0
183,37197,162,2,61,0.67,36,0,0,1,0,0,1,0,0
184,38553,100,3,57,0.56,365,0,0,1,0,0,1,0,0
185,38638,219,4,121,1.17,336,0,0,1,0,0,1,0,0
186,38663,475,3,23,0.29,159,0,1,0,0,0,1,0,0
187,38780,60,2,58,0.6,179,0,0,1,0,0,0,1,0
188,39267,99,1,222,2.62,172,0,0,1,0,0,1,0,0
189,39282,69,4,189,1.82,92,0,1,0,0,0,0,1,0
190,39572,119,3,44,0.43,365,0,0,1,0,0,0,1,0
191,39586,193,1,180,1.78,365,0,0,1,0,0,1,0,0
192,39593,79,30,27,0.26,62,0,0,0,1,0,0,1,0
193,39704,135,3,289,2.81,4,0,1,0,0,0,1,0,0
194,40039,250,3,14,0.14,356,0,1,0,0,0,0,1,0
195,41348,250,2,73,0.72,273,0,1,0,0,0,1,0,0
196,41386,109,7,22,0.28,0,0,0,1,0,0,1,0,0
197,41513,80,3,2,0.04,0,0,0,1,0,0,1,0,0
198,42580,70,2,277,3.49,357,0,1,0,0,0,0,1,0
199,42729,165,2,144,1.41,357,0,1,0,0,0,1,0,0
200,42882,70,2,162,1.71,286,0,0,0,0,1,0,1,0
201,43957,50,2,41,0.92,59,0,1,0,0,0,0,1,0
202,44096,35,1,176,1.72,358,1,0,0,0,0,0,1,0
203,44161,150,2,193,1.87,65,0,1,0,0,0,1,0,0
204,44212,125,1,74,0.72,322,0,0,1,0,0,0,1,0
205,44229,110,2,201,1.98,358,0,1,0,0,0,0,1,0
206,44288,150,3,75,0.73,319,0,0,1,0,0,1,0,0
207,44506,165,3,72,0.7,218,0,0,1,0,0,1,0,0
208,44973,132,2,115,1.13,9,0,1,0,0,0,1,0,0
209,45393,150,26,38,0.37,75,0,0,1,0,0,1,0,0
210,45542,100,2,18,3.75,0,0,0,1,0,0,1,0,0
211,45556,65,2,181,1.77,176,0,1,0,0,0,0,1,0
212,45689,395,2,266,2.62,317,0,0,1,0,0,1,0,0
213,45910,350,8,9,0.1,365,0,0,0,1,0,1,0,0
214,45935,55,3,0,0.0,365,1,0,0,0,0,0,1,0
215,45936,99,4,120,1.22,360,0,0,1,0,0,0,1,0
216,45940,105,4,29,0.56,349,0,1,0,0,0,0,1,0
217,46544,150,5,49,0.49,136,0,1,0,0,0,1,0,0
218,46723,90,2,124,1.21,356,0,1,0,0,0,0,1,0
219,46859,59,2,5,0.05,365,0,1,0,0,0,0,1,0
220,46911,120,3,47,0.46,290,0,1,0,0,0,0,1,0
221,47199,75,3,181,1.77,356,0,0,1,0,0,0,1,0
222,47362,175,1,30,0.3,365,0,1,0,0,0,1,0,0
223,47370,125,3,3,0.03,0,0,0,1,0,0,1,0,0
224,47926,199,1,29,0.28,365,0,0,1,0,0,0,1,0
225,48719,249,2,100,1.01,91,0,0,1,0,0,1,0,0
226,49715,95,2,123,1.21,25,0,0,1,0,0,0,1,0
227,50447,135,5,137,1.37,222,0,1,0,0,0,1,0,0
228,51438,130,14,0,0.0,0,0,0,1,0,0,0,1,0
229,51485,83,1,267,2.65,49,0,0,1,0,0,0,1,0
230,51572,123,1,360,3.56,301,0,0,1,0,0,0,1,0
231,52757,65,2,36,0.36,338,0,1,0,0,0,0,1,0
232,53137,195,5,1,0.01,277,0,0,1,0,0,1,0,0
233,53196,80,2,11,0.62,0,0,1,0,0,0,0,1,0
234,53469,98,30,33,0.33,365,0,0,0,1,0,1,0,0
235,53470,140,7,6,0.07,365,0,0,0,1,0,0,1,0
236,53477,265,8,13,0.14,365,0,0,0,1,0,1,0,0
237,54158,249,2,331,3.35,206,0,1,0,0,0,1,0,0
238,54453,105,6,10,0.1,363,0,0,1,0,0,0,0,1
239,54466,200,30,0,0.0,365,0,0,1,0,0,0,1,0
240,54508,100,2,77,0.76,255,0,1,0,0,0,0,1,0
241,54544,140,1,96,0.97,344,0,0,1,0,0,1,0,0
242,54626,45,1,108,1.2,334,1,0,0,0,0,0,1,0
243,54860,100,5,189,1.87,146,0,0,1,0,0,0,1,0
244,55320,90,5,83,0.84,34,0,0,1,0,0,1,0,0
245,55467,140,2,232,2.97,121,0,1,0,0,0,1,0,0
246,55565,120,3,105,1.04,13,0,1,0,0,0,1,0,0
247,55668,130,2,115,1.23,89,0,0,1,0,0,0,1,0
248,55737,199,5,120,1.2,365,0,0,1,0,0,1,0,0
249,55959,69,4,79,1.18,91,0,1,0,0,0,0,1,0
250,55982,68,3,37,0.37,0,0,1,0,0,0,0,1,0
251,56467,130,1,181,1.91,149,0,0,1,0,0,1,0,0
252,56525,195,2,62,0.62,44,0,1,0,0,0,1,0,0
253,56859,75,1,177,1.79,357,0,0,1,0,0,0,1,0
254,57297,139,2,210,2.11,357,0,1,0,0,0,1,0,0
255,57468,189,3,199,2.0,1,0,0,1,0,0,1,0,0
256,57618,250,3,89,0.96,0,0,0,1,0,0,1,0,0
257,57754,305,2,100,1.07,236,0,0,1,0,0,1,0,0
258,57874,155,3,205,2.04,225,0,0,1,0,0,1,0,0
259,58059,60,1,431,4.55,271,0,0,1,0,0,0,1,0
260,58062,135,2,17,0.22,217,0,1,0,0,0,0,1,0
261,58294,249,5,12,0.12,242,0,0,1,0,0,1,0,0
262,58467,120,7,16,0.31,349,0,0,1,0,0,0,1,0
263,59014,150,3,41,0.42,365,0,0,1,0,0,1,0,0
264,59121,140,14,1,0.01,365,0,0,0,1,0,1,0,0
265,59709,250,4,14,0.15,240,0,0,1,0,0,1,0,0
266,59855,250,30,82,0.82,32,0,0,1,0,0,1,0,0
267,60056,99,3,56,0.56,365,0,0,0,1,0,0,1,0
268,60164,500,4,89,0.99,359,0,0,1,0,0,1,0,0
269,60181,200,7,34,0.35,0,0,0,1,0,0,1,0,0
270,60611,125,28,183,1.93,365,0,0,1,0,0,1,0,0
271,60666,110,1,175,1.78,356,0,0,1,0,0,0,1,0
272,60673,175,2,1,0.25,365,0,0,1,0,0,0,1,0
273,60680,99,4,116,1.17,327,0,0,1,0,0,1,0,0
274,60794,195,4,4,0.04,0,0,0,1,0,0,1,0,0
275,60864,160,3,11,0.12,0,0,1,0,0,0,1,0,0
276,60948,140,3,123,1.25,191,0,0,1,0,0,1,0,0
277,61167,135,2,21,0.21,0,0,0,1,0,0,1,0,0
278,61224,500,2,35,0.36,215,0,0,1,0,0,1,0,0
279,61406,80,14,1,0.33,31,0,0,1,0,0,0,1,0
280,61492,120,4,163,1.82,273,0,0,1,0,0,0,1,0
281,61509,110,28,89,0.91,151,0,0,1,0,0,1,0,0
282,62095,65,3,224,2.28,277,0,1,0,0,0,1,0,0
283,62427,130,3,53,0.58,3,0,0,1,0,0,1,0,0
284,62430,99,4,97,2.07,75,0,1,0,0,0,1,0,0
285,62452,33,2,177,1.79,324,0,0,0,0,1,0,1,0
286,62461,35,2,137,1.42,296,0,0,0,0,1,0,1,0
287,62465,130,6,80,1.47,365,0,0,1,0,0,0,1,0
288,62787,34,2,166,1.69,314,0,0,0,0,1,0,1,0
289,62891,175,3,180,1.82,352,0,0,1,0,0,1,0,0
290,62903,195,8,58,0.7,89,0,0,1,0,0,1,0,0
291,62925,285,3,121,1.26,305,0,1,0,0,0,1,0,0
292,63154,60,4,33,0.34,0,0,1,0,0,0,1,0,0
293,63299,59,2,158,1.63,18,0,1,0,0,0,0,1,0
294,63320,33,2,201,2.03,333,0,0,0,0,1,0,1,0
295,63360,99,5,414,4.46,342,0,0,0,1,0,1,0,0
296,63546,39,1,44,0.47,365,0,1,0,0,0,0,1,0
297,63573,60,14,9,0.09,0,0,1,0,0,0,0,1,0
298,63588,90,2,0,0.0,365,1,0,0,0,0,0,1,0
299,63610,89,1,35,0.5,364,1,0,0,0,0,1,0,0
300,63657,135,3,237,2.41,9,0,1,0,0,0,1,0,0
301,63693,390,5,139,1.41,345,0,0,1,0,0,1,0,0
302,63719,70,3,36,0.44,307,0,1,0,0,0,0,1,0
303,63932,57,2,14,0.15,89,0,1,0,0,0,0,1,0
304,64000,60,11,14,0.14,330,0,1,0,0,0,0,1,0
305,64015,200,3,0,0.0,0,0,0,1,0,0,1,0,0
306,64107,100,3,269,2.73,345,0,1,0,0,0,0,1,0
307,64277,70,4,18,0.23,365,0,1,0,0,0,0,1,0
308,64314,110,6,43,0.44,365,0,1,0,0,0,0,1,0
309,64365,60,2,214,2.26,342,0,1,0,0,0,0,1,0
310,64837,68,2,190,1.93,63,0,0,1,0,0,0,1,0
311,65019,115,2,174,1.84,14,0,0,1,0,0,1,0,0
312,65268,75,5,64,0.71,115,0,1,0,0,0,0,1,0
313,65556,60,3,0,0.0,0,0,1,0,0,0,0,1,0
314,65562,129,7,5,0.17,188,0,0,1,0,0,1,0,0
315,65615,130,10,42,0.43,71,0,1,0,0,0,1,0,0
316,65660,95,4,115,1.17,48,0,1,0,0,0,1,0,0
317,65813,75,3,20,0.28,337,0,0,1,0,0,0,1,0
318,65834,175,2,11,0.12,154,0,1,0,0,0,1,0,0
319,66008,190,3,40,0.48,335,0,1,0,0,0,1,0,0
320,66026,49,21,12,0.12,319,0,1,0,0,0,0,1,0
321,66251,212,2,58,1.26,73,0,0,1,0,0,1,0,0
322,66275,95,1,102,1.1,336,0,0,1,0,0,0,1,0
323,66451,140,5,8,0.11,365,0,1,0,0,0,1,0,0
324,66718,135,6,173,1.82,191,0,0,1,0,0,1,0,0
325,66741,150,2,193,1.98,247,0,1,0,0,0,1,0,0
326,66974,190,3,58,0.71,230,0,1,0,0,0,1,0,0
327,67288,124,28,20,0.26,150,0,0,1,0,0,1,0,0
328,67299,135,30,55,0.58,44,0,1,0,0,0,1,0,0
329,67397,122,3,84,0.89,279,0,0,1,0,0,0,1,0
330,68099,109,1,98,1.05,365,0,0,1,0,0,0,1,0
331,68403,145,3,117,1.22,89,0,1,0,0,0,1,0,0
332,68735,195,11,29,0.32,346,0,0,1,0,0,1,0,0
333,68765,250,2,84,1.13,213,0,1,0,0,0,1,0,0
334,68900,125,3,6,0.11,365,0,1,0,0,0,0,1,0
335,68974,575,2,185,1.92,264,0,0,1,0,0,1,0,0
336,69894,150,30,41,0.5,57,0,0,1,0,0,1,0,0
337,69921,70,30,45,0.49,319,0,1,0,0,0,0,1,0
338,70095,80,2,114,1.28,152,0,0,1,0,0,0,1,0
339,70381,450,90,95,1.02,365,0,0,1,0,0,1,0,0
340,70609,500,2,43,0.45,302,0,0,1,0,0,1,0,0
341,71010,250,3,31,0.45,304,0,0,1,0,0,1,0,0
342,71248,125,28,40,0.42,80,0,0,1,0,0,1,0,0
343,71366,200,30,36,0.43,232,0,0,1,0,0,1,0,0
344,71384,229,1,50,0.52,32,0,1,0,0,0,1,0,0
345,71810,98,30,0,0.0,0,1,0,0,0,0,1,0,0
346,71812,90,28,4,0.65,0,1,0,0,0,0,1,0,0
347,72190,110,13,37,0.4,10,0,0,1,0,0,1,0,0
348,72265,55,5,26,0.35,85,0,1,0,0,0,0,1,0
349,72965,145,2,40,0.44,0,0,1,0,0,0,1,0,0
350,74073,195,3,41,0.44,127,0,1,0,0,0,1,0,0
351,74240,169,1,61,0.64,243,0,1,0,0,0,1,0,0
352,74680,95,2,183,1.97,316,0,0,0,1,0,1,0,0
353,74860,55,2,1,0.01,0,0,1,0,0,0,0,1,0
354,75193,69,2,200,2.08,12,0,1,0,0,0,0,1,0
355,75524,39,1,0,0.0,89,0,0,1,0,0,0,0,1
356,75635,150,3,259,2.68,114,0,0,1,0,0,1,0,0
357,76761,169,2,370,3.9,63,0,1,0,0,0,1,0,0
358,77765,179,3,32,0.33,242,0,1,0,0,0,0,1,0
359,77936,150,3,30,0.31,74,0,0,1,0,0,0,1,0
360,78919,135,4,6,0.1,0,0,1,0,0,0,1,0,0
361,79067,350,6,13,0.32,120,0,1,0,0,0,1,0,0
362,79782,120,3,70,0.73,334,0,1,0,0,0,0,1,0
363,80493,71,2,162,1.7,160,0,0,1,0,0,0,1,0
364,80684,349,3,8,0.09,243,0,1,0,0,0,1,0,0
365,80700,349,3,6,0.07,243,0,1,0,0,0,1,0,0
366,81739,249,3,2,0.02,243,0,1,0,0,0,1,0,0
367,82549,100,3,66,0.72,5,0,1,0,0,0,0,1,0
368,82550,200,3,77,0.87,153,0,1,0,0,0,1,0,0
369,82638,169,4,233,2.46,274,0,0,1,0,0,1,0,0
370,82928,185,2,29,0.77,304,0,1,0,0,0,1,0,0
371,83243,65,2,218,2.29,45,0,1,0,0,0,1,0,0
372,83446,95,45,5,0.05,71,0,1,0,0,0,1,0,0
373,83722,199,30,8,0.11,37,0,1,0,0,0,1,0,0
374,83811,300,3,194,2.17,315,0,0,1,0,0,1,0,0
375,83847,225,2,33,0.35,0,0,0,1,0,0,1,0,0
376,84010,179,3,11,0.12,243,0,1,0,0,0,0,1,0
377,84059,150,5,3,0.03,0,0,1,0,0,0,1,0,0
378,84251,65,2,20,0.22,0,0,1,0,0,0,0,1,0
379,84417,179,30,73,0.79,307,0,0,1,0,0,0,1,0
380,84659,139,1,355,3.75,144,0,0,1,0,0,1,0,0
381,84905,95,3,203,2.13,89,0,0,1,0,0,0,1,0
382,85094,79,15,11,0.12,179,0,1,0,0,0,1,0,0
383,86215,150,2,138,1.46,3,0,0,1,0,0,1,0,0
384,87279,69,2,116,1.23,365,0,0,1,0,0,0,1,0
385,89621,90,2,209,2.29,356,0,1,0,0,0,1,0,0
386,93313,120,2,67,0.71,234,0,1,0,0,0,1,0,0
387,94035,80,1,34,1.15,357,0,0,0,1,0,0,1,0
388,94209,100,90,0,0.0,365,0,1,0,0,0,1,0,0
389,94477,175,2,327,3.49,196,0,1,0,0,0,1,0,0
390,94783,120,6,98,1.04,365,0,1,0,0,0,1,0,0
391,95747,140,2,13,0.14,280,0,1,0,0,0,1,0,0
392,95883,200,5,4,0.07,49,0,1,0,0,0,1,0,0
393,96471,175,4,10,0.11,365,0,1,0,0,0,0,1,0
394,98663,130,30,19,0.21,277,0,0,1,0,0,1,0,0
395,99070,65,5,124,1.31,173,0,0,1,0,0,0,0,1
396,99085,123,30,13,0.14,38,0,1,0,0,0,1,0,0
397,100002,67,3,127,1.35,345,0,0,1,0,0,0,1,0
398,100186,130,7,93,1.0,70,0,1,0,0,0,1,0,0
399,100368,279,31,28,0.3,284,0,0,1,0,0,1,0,0
400,101053,80,3,30,0.32,0,0,1,0,0,0,0,1,0
401,102995,212,21,45,0.48,4,0,0,1,0,0,1,0,0
402,103161,144,2,116,1.77,365,0,1,0,0,0,1,0,0
403,103311,599,3,9,0.1,243,0,1,0,0,0,1,0,0
404,103806,249,5,162,1.73,365,0,0,1,0,0,1,0,0
405,105469,70,27,13,0.14,363,0,0,0,1,0,0,1,0
406,105510,100,30,15,0.17,365,0,1,0,0,0,1,0,0
407,105790,59,4,131,1.5,365,0,0,1,0,0,0,1,0
408,106363,60,3,357,3.8,215,0,0,1,0,0,0,1,0
409,106647,145,2,83,0.88,129,0,1,0,0,0,1,0,0
410,106906,90,3,12,0.13,272,0,1,0,0,0,0,1,0
411,107630,175,3,236,2.54,309,0,1,0,0,0,1,0,0
412,107895,120,5,47,0.57,116,0,0,1,0,0,1,0,0
413,110739,149,30,52,0.58,179,0,0,1,0,0,1,0,0
414,112100,165,7,3,0.03,1,0,1,0,0,0,1,0,0
415,112304,90,1,1,0.03,0,0,0,1,0,0,0,1,0
416,112359,225,2,56,0.6,284,0,0,1,0,0,1,0,0
417,112435,95,2,156,1.68,365,0,1,0,0,0,0,1,0
418,113265,55,2,238,2.56,254,0,1,0,0,0,0,1,0
419,114123,199,2,26,0.29,224,0,1,0,0,0,1,0,0
