,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side,Accuracy,Communication,Cleanliness,Location,Check-In,Value
2516,15321266,120,1,4,0.14,0,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2518,15340854,650,4,15,0.56,73,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2519,15341726,75,3,11,0.41,8,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2522,15360787,99,1,16,2.42,114,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2524,15361785,77,4,76,2.8,128,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2525,15370219,90,3,3,0.11,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2526,15374796,115,2,68,2.96,353,0,1,0,0,0,1,9.0,9.0,9.0,10.0,10.0,9.0
2528,15377806,100,1,3,0.11,0,0,1,0,1,0,0,9.0,10.0,10.0,8.0,9.0,9.0
2530,15396351,200,2,87,3.63,117,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2531,15399008,95,5,2,0.1,119,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2533,15419911,60,3,58,2.09,43,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2534,15421279,50,2,28,1.01,0,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2536,15423552,174,4,12,0.54,0,1,0,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
2537,15436871,375,2,22,1.06,358,1,0,0,0,0,1,9.0,9.0,8.0,9.0,9.0,9.0
2538,15437413,249,2,18,0.65,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2539,15455678,49,2,55,2.0,60,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2540,15460904,80,3,15,0.53,55,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
2541,15468038,65,1,23,1.0,0,0,0,1,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2543,15476467,60,1,6,0.21,345,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2544,15495653,53,31,2,0.07,365,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2545,15497568,99,1,2,0.12,62,0,1,0,1,0,0,10.0,10.0,10.0,6.0,10.0,6.0
2546,15500521,160,5,6,0.22,179,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,7.0
2547,15519679,40,5,3,0.22,0,0,1,0,1,0,0,10.0,10.0,9.0,7.0,10.0,9.0
2548,15528972,345,4,49,1.88,219,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2550,15615535,115,5,5,0.19,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
2551,15618546,135,30,7,0.26,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2552,15620833,185,2,124,4.7,199,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2553,15639615,120,1,19,1.1,283,1,0,0,1,0,0,8.0,9.0,9.0,9.0,9.0,9.0
2555,15647143,180,4,9,0.47,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2557,15663603,40,2,47,1.81,44,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2559,15699803,133,4,22,0.83,25,1,0,0,1,0,0,9.0,10.0,9.0,10.0,10.0,9.0
2560,15701663,100,3,2,0.08,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2562,15707188,89,1,3,0.12,0,0,1,0,1,0,0,9.0,9.0,10.0,10.0,9.0,10.0
2563,15715221,70,3,49,1.83,89,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
2564,15721376,175,27,4,0.19,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2565,15742996,225,2,11,0.41,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2566,15745269,65,3,46,1.68,41,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2567,15756248,119,1,103,3.79,358,0,1,0,0,0,1,9.0,9.0,9.0,9.0,9.0,9.0
2568,15765087,135,1,129,4.76,264,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2569,15765542,135,1,85,3.14,273,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2570,15790640,80,1,83,3.14,68,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2571,15790816,110,7,1,0.04,87,0,1,0,0,0,1,10.0,8.0,6.0,8.0,10.0,8.0
2574,15817291,69,4,129,4.77,77,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2575,15821383,75,2,8,0.32,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2576,15832098,50,5,1,0.04,364,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2577,15855036,80,6,2,0.07,179,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2578,15858847,164,1,118,4.8,141,0,1,0,1,0,0,10.0,9.0,9.0,10.0,10.0,10.0
2579,15858922,164,1,118,4.82,141,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
2581,15870976,265,2,15,0.58,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2582,15874648,60,4,38,1.45,136,0,1,0,1,0,0,10.0,9.0,9.0,9.0,10.0,9.0
2583,15882274,150,4,1,0.04,0,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,8.0
2584,15899421,115,7,58,2.16,274,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2585,15910664,100,3,6,0.23,0,0,1,0,0,1,0,10.0,9.0,10.0,10.0,10.0,10.0
2586,15913986,203,3,13,0.5,2,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2589,15928835,120,4,27,1.03,84,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
2590,15930602,60,1,21,0.8,173,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2591,15943475,255,2,57,2.14,12,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2593,15955940,100,4,3,0.12,0,1,0,0,0,0,1,8.0,9.0,8.0,10.0,10.0,9.0
2595,15971062,80,2,1,0.19,365,0,1,0,1,0,0,6.0,10.0,6.0,10.0,10.0,8.0
2596,15979856,150,1,2,0.08,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2597,15980939,150,1,3,0.7,3,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2598,15984242,42,7,3,0.12,127,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2599,15986775,35,1,4,0.15,0,0,1,0,1,0,0,10.0,9.0,9.0,9.0,9.0,10.0
2600,15990199,167,3,3,0.11,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2601,15994498,150,2,70,2.66,173,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2602,15998452,135,1,60,2.28,100,1,0,0,1,0,0,9.0,9.0,10.0,10.0,9.0,9.0
2603,15999396,120,1,107,4.01,177,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2604,16000178,120,1,87,3.24,150,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2605,16000365,120,1,96,3.61,283,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2607,16009487,265,2,90,3.38,315,1,0,0,1,0,0,10.0,10.0,10.0,9.0,9.0,9.0
2608,16012941,250,2,2,0.08,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2609,16014708,135,2,102,3.86,79,1,0,0,1,0,0,9.0,10.0,8.0,10.0,10.0,9.0
2610,16018596,40,5,4,0.3,0,0,1,0,1,0,0,10.0,10.0,7.0,9.0,10.0,9.0
2611,16041091,200,30,4,0.16,179,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,9.0
2612,16052491,69,30,3,0.12,0,0,1,0,1,0,0,8.0,8.0,8.0,10.0,8.0,8.0
2613,16052733,70,1,59,2.32,301,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2614,16053606,88,7,3,0.12,0,0,1,0,0,0,1,8.0,9.0,9.0,10.0,10.0,10.0
2615,16056018,65,1,27,1.02,299,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2616,16063885,160,2,25,1.19,305,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
2618,16069925,80,8,3,0.12,60,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2619,16086039,85,4,10,0.45,30,0,1,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
2620,16096372,150,5,3,0.12,15,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2621,16122223,60,14,1,0.05,0,0,1,0,0,0,1,10.0,10.0,6.0,10.0,10.0,10.0
2622,16124987,110,2,39,1.49,39,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2624,16135399,100,3,37,1.41,3,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2625,16144596,80,2,8,0.31,0,0,1,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
2626,16146708,110,2,115,4.39,96,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2627,16148691,210,2,4,0.16,8,1,0,0,1,0,0,10.0,9.0,9.0,10.0,10.0,10.0
2629,16154699,130,2,108,4.09,109,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2630,16157387,400,2,3,0.12,171,1,0,0,1,0,0,10.0,10.0,8.0,9.0,10.0,10.0
2631,16164613,200,2,3,0.11,0,1,0,0,0,0,1,9.0,10.0,7.0,9.0,10.0,10.0
2632,16171595,110,1,1,0.04,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2633,16172162,120,3,15,0.58,18,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2634,16172498,58,4,112,4.27,97,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2636,16178696,75,3,84,3.21,71,0,1,0,0,0,1,10.0,9.0,10.0,10.0,10.0,10.0
2637,16194815,100,4,49,2.01,85,1,0,0,1,0,0,9.0,10.0,8.0,9.0,10.0,9.0
2638,16201781,68,3,70,2.67,123,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2640,16205272,199,30,16,0.7,179,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2641,16206794,189,2,1,0.04,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2642,16212767,125,3,13,0.59,8,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2643,16213550,325,30,18,0.78,359,1,0,0,0,0,1,8.0,8.0,8.0,9.0,8.0,8.0
2644,16226031,110,7,1,0.08,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2645,16229089,55,25,1,0.25,0,0,1,0,0,0,1,10.0,10.0,8.0,10.0,10.0,10.0
2646,16230640,75,2,3,0.12,0,0,1,0,0,0,1,10.0,10.0,10.0,9.0,10.0,10.0
2647,16231826,175,4,26,1.17,297,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
2648,16236157,120,14,1,0.04,32,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,8.0
2649,16238583,125,2,35,2.13,0,1,0,0,1,0,0,9.0,9.0,10.0,8.0,10.0,9.0
2652,16254527,325,30,1,0.13,272,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,8.0
2656,16272419,80,3,3,0.76,179,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2658,16274854,75,2,104,4.02,13,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2659,16275887,45,3,18,0.71,8,0,1,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
2660,16289576,80,3,45,1.73,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2661,16290974,49,4,70,2.69,0,0,1,0,1,0,0,9.0,10.0,10.0,9.0,9.0,9.0
2663,16307987,99,2,120,4.72,297,1,0,0,0,1,0,9.0,9.0,9.0,10.0,10.0,9.0
2664,16312490,55,2,7,0.28,0,0,1,0,1,0,0,9.0,9.0,8.0,10.0,9.0,9.0
2666,16320612,159,3,11,0.43,0,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2668,16323724,160,60,2,0.08,60,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2672,16338454,255,2,1,0.04,0,1,0,0,1,0,0,10.0,10.0,10.0,8.0,10.0,10.0
2673,16346945,109,2,2,0.08,0,1,0,0,0,0,1,9.0,10.0,9.0,9.0,10.0,10.0
2674,16349888,147,2,26,1.29,87,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2675,16352907,100,2,1,0.04,0,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,10.0
2676,16352982,49,60,13,0.92,77,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2681,16368328,60,2,97,3.74,240,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2682,16404289,200,5,2,0.08,0,1,0,0,1,0,0,10.0,10.0,8.0,10.0,10.0,10.0
2683,16411398,110,3,60,3.7,274,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2684,16415365,50,3,5,0.22,0,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
2685,16415910,50,6,4,0.16,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2686,16420915,230,4,9,0.47,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2688,16427742,86,1,36,1.65,78,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2689,16436513,1000,7,1,0.04,358,1,0,0,0,0,1,10.0,10.0,10.0,8.0,10.0,8.0
2690,16436865,150,3,2,0.09,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2691,16439234,125,2,10,0.44,0,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2693,16444320,87,3,1,0.04,0,0,1,0,0,0,1,10.0,10.0,8.0,10.0,10.0,10.0
2695,16449480,100,2,57,2.38,18,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2696,16454164,105,2,1,0.04,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2698,16468001,200,1,2,0.08,0,0,1,0,0,0,1,8.0,10.0,10.0,10.0,10.0,8.0
2699,16479344,120,3,4,1.94,42,1,0,0,1,0,0,10.0,10.0,10.0,10.0,9.0,9.0
2702,16487967,38,3,1,0.04,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2704,16499824,225,4,10,0.53,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2705,16507990,165,1,1,0.04,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,8.0
2706,16515834,216,28,10,0.48,356,1,0,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
2708,16530772,80,2,83,3.5,179,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2709,16533105,87,1,234,9.21,79,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2711,16543538,40,3,2,0.08,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2713,16546903,75,1,73,2.87,233,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2715,16557384,25,2,82,3.23,185,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2716,16559061,85,1,3,0.12,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2718,16578826,55,2,28,1.22,88,0,0,1,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2721,16585605,50,1,85,3.65,47,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2722,16601518,60,1,75,3.28,67,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2724,16603823,120,5,9,0.96,152,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2726,16612885,220,1,17,0.76,263,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,9.0
2727,16617969,77,47,5,0.22,94,1,0,0,1,0,0,10.0,10.0,8.0,9.0,10.0,10.0
2728,16627548,80,1,131,5.23,0,0,1,0,1,0,0,9.0,10.0,9.0,8.0,9.0,9.0
2729,16634459,141,1,33,1.63,355,0,0,1,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2730,16649773,120,2,24,1.02,179,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2731,16667077,95,1,139,5.71,133,0,1,0,0,0,1,9.0,10.0,9.0,9.0,9.0,9.0
2732,16667109,95,1,133,5.4,125,0,1,0,0,0,1,9.0,9.0,8.0,9.0,9.0,9.0
2733,16667175,95,1,157,6.35,118,0,1,0,0,0,1,9.0,9.0,8.0,9.0,8.0,8.0
2734,16677256,185,3,45,1.99,248,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2737,16701087,75,2,80,3.27,350,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2738,16710935,499,2,10,0.46,178,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2739,16720039,95,2,4,0.28,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2740,16722202,60,1,24,0.98,0,0,1,0,0,1,0,10.0,10.0,9.0,9.0,10.0,10.0
2741,16722762,100,1,122,4.89,227,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2742,16725326,140,30,2,0.09,1,1,0,0,0,0,1,8.0,10.0,9.0,10.0,9.0,9.0
2743,16735801,100,1,183,7.64,85,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
2744,16739891,158,1,110,4.4,214,0,1,0,1,0,0,10.0,9.0,9.0,9.0,9.0,9.0
2745,16757281,75,2,25,1.13,22,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2746,16766700,39,4,64,2.61,15,0,1,0,1,0,0,10.0,10.0,9.0,8.0,10.0,10.0
2749,16804336,130,2,56,2.31,0,1,0,0,0,1,0,9.0,9.0,8.0,10.0,9.0,9.0
2751,16812429,235,1,12,0.65,353,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2752,16814385,173,3,4,0.18,87,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2755,16844707,60,3,9,1.02,89,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2756,16846366,995,4,17,0.77,309,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2758,16867024,360,5,22,1.0,179,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
2759,16869999,55,1,39,1.68,365,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2760,16883813,224,4,19,0.79,39,1,0,0,1,0,0,9.0,10.0,9.0,10.0,10.0,10.0
2761,16884027,120,1,9,0.38,0,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
2762,16897115,53,1,39,1.7,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2763,16916510,60,30,7,0.33,124,0,1,0,0,1,0,10.0,10.0,8.0,10.0,9.0,10.0
2764,16937801,85,5,8,0.36,44,0,1,0,1,0,0,9.0,9.0,10.0,9.0,10.0,9.0
2765,16954330,59,2,66,2.72,34,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
2766,16960374,110,6,5,0.21,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2767,16960859,69,2,70,2.89,0,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2768,16965291,49,1,4,0.18,365,0,1,0,0,0,1,9.0,10.0,8.0,10.0,9.0,9.0
2769,16972627,243,1,35,1.44,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2771,16992781,250,5,3,0.13,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2773,17008022,100,5,32,1.49,0,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2774,17014809,118,1,69,3.63,183,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
2776,17070038,40,2,14,0.68,81,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
2777,17076571,165,1,120,5.14,267,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
2778,17097495,75,3,43,1.79,56,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
2780,17112036,72,2,49,2.25,315,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2781,17116411,489,3,65,3.0,167,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2782,17117631,120,2,27,1.17,319,0,1,0,1,0,0,10.0,9.0,10.0,10.0,10.0,10.0
2784,17124014,110,4,96,4.03,154,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
2785,17125159,125,1,51,2.15,50,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2787,17134357,100,5,11,0.48,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2788,17137626,52,2,55,2.38,89,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2789,17138302,120,1,2,0.08,0,1,0,0,0,0,1,10.0,10.0,4.0,10.0,10.0,8.0
2790,17141182,100,1,19,0.8,0,1,0,0,0,1,0,9.0,10.0,9.0,10.0,10.0,10.0
2791,17210761,59,2,103,4.33,114,1,0,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
2792,17224797,160,4,18,0.75,12,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
2795,17254708,49,1,11,0.5,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2796,17255171,200,5,2,0.08,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,8.0
2797,17257473,355,5,14,0.61,89,1,0,0,1,0,0,9.0,10.0,10.0,9.0,10.0,10.0
2798,17263550,58,2,59,2.48,256,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2799,17304795,100,2,16,0.69,0,0,1,0,0,0,1,10.0,9.0,8.0,10.0,9.0,10.0
2800,17308567,85,2,47,2.03,74,0,1,0,1,0,0,9.0,10.0,10.0,10.0,9.0,10.0
2801,17318814,175,2,115,4.83,151,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2802,17333015,75,30,1,0.11,104,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2804,17366110,150,1,86,3.69,89,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2805,17366942,70,4,35,1.52,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2806,17367228,225,30,5,0.26,279,1,0,0,0,0,1,10.0,10.0,10.0,10.0,9.0,8.0
2807,17383253,135,30,3,0.16,254,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2808,17383893,44,20,1,0.04,0,0,1,0,1,0,0,8.0,10.0,10.0,10.0,10.0,10.0
2810,17405812,110,7,3,0.13,0,1,0,0,0,0,1,9.0,7.0,9.0,9.0,7.0,8.0
2811,17419342,225,2,14,0.66,363,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2812,17433572,500,1,13,0.82,348,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
2813,17434184,165,1,31,1.49,323,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2817,17444704,600,2,44,2.15,267,1,0,0,1,0,0,9.0,8.0,10.0,9.0,9.0,9.0
2818,17447150,184,30,3,0.15,351,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2819,17455952,65,5,2,0.09,0,0,1,0,1,0,0,10.0,10.0,8.0,10.0,10.0,10.0
2820,17456932,300,5,4,0.19,359,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2821,17459791,175,4,3,0.13,0,0,1,0,0,0,1,9.0,10.0,9.0,9.0,9.0,9.0
2822,17460510,198,28,7,0.34,179,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
2823,17461281,69,2,59,2.67,79,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2824,17463059,135,2,114,4.88,66,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2825,17464151,200,30,3,0.16,215,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2826,17477221,198,30,3,0.14,337,1,0,0,0,0,1,10.0,9.0,9.0,10.0,10.0,9.0
2827,17479736,50,1,17,1.69,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2831,17493355,200,30,2,0.15,0,1,0,0,0,0,1,10.0,10.0,10.0,8.0,10.0,10.0
2832,17496222,134,1,90,3.89,281,0,1,0,1,0,0,9.0,9.0,8.0,10.0,9.0,9.0
2833,17497776,61,3,54,2.34,21,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
2834,17505594,85,2,2,0.1,0,1,0,0,1,0,0,10.0,10.0,8.0,8.0,10.0,10.0
2837,17524862,150,2,10,0.45,126,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2839,17531493,75,1,19,0.92,0,0,1,0,0,0,1,9.0,10.0,10.0,10.0,10.0,9.0
2840,17554981,130,30,2,0.1,262,1,0,0,0,0,1,10.0,10.0,10.0,9.0,10.0,10.0
2841,17557517,195,3,15,0.68,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2843,17569080,155,30,1,0.17,246,1,0,0,1,0,0,10.0,10.0,10.0,8.0,10.0,8.0
2845,17590729,99,3,9,0.55,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2847,17604613,25,1,9,0.39,0,0,0,1,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2850,17666011,125,1,4,0.17,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2851,17667639,197,3,30,1.36,48,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
2854,17679822,150,4,17,0.83,240,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
2855,17682955,79,2,67,2.96,29,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
2856,17684098,139,1,77,3.44,0,1,0,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
2857,17691162,130,2,1,0.06,1,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
2858,17692837,86,2,3,0.14,365,0,1,0,1,0,0,6.0,8.0,9.0,9.0,9.0,9.0
2861,17728927,199,2,67,3.0,89,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
2862,17734736,80,90,5,0.23,90,0,1,0,0,0,1,9.0,9.0,5.0,9.0,9.0,8.0
